Variable:,pr
,Romania,Alba,Arad,Arges,Bacau,Bihor,Bistrita-nasaud,Botosani,Braila,Brasov,Bucuresti,Buzau,Calarasi,Caras-severin,Cluj,Constanta,Covasna,Dimbovita,Dolj,Galati,Giurgiu,Gorj,Harghita,Hunedoara,Ialomita,Iasi,Maramures,Mehedinti,Mures,Neamt,Olt,Prahova,Salaj,"Satu Mare",Sibiu,Suceava,Teleorman,Timis,Tulcea,Vaslui,Vilcea,Vrancea
1975,673.20,730.53,668.57,809.55,619.87,650.11,686.94,522.73,493.45,784.84,667.58,649.65,569.36,889.85,664.96,468.37,780.10,792.77,679.22,484.91,682.25,866.76,733.52,837.19,545.33,515.57,735.71,787.97,673.25,639.58,692.59,784.64,653.26,645.97,760.16,686.27,684.29,675.00,389.40,508.69,816.76,622.25
1976,625.54,663.67,610.67,706.94,602.84,617.58,695.92,584.57,446.09,710.87,559.41,577.81,468.61,778.41,624.01,402.91,726.04,682.72,635.91,500.43,573.94,757.92,712.30,744.35,457.34,565.09,746.42,702.19,645.71,647.94,616.42,671.74,637.98,633.93,684.17,712.07,594.66,613.21,387.96,542.21,711.82,589.63
1977,626.38,703.33,666.20,662.01,572.35,705.17,722.56,500.59,491.13,678.12,551.80,571.53,524.70,778.64,691.78,464.14,697.04,643.96,577.21,503.78,566.09,716.26,678.69,764.35,516.21,486.76,800.64,681.73,642.47,598.10,561.03,642.67,714.25,703.80,661.06,676.73,558.88,648.67,426.37,515.76,665.02,576.25
1978,698.39,791.54,696.30,752.61,666.59,737.78,851.42,639.32,514.86,779.28,626.12,631.60,561.70,837.61,770.20,479.47,785.57,731.97,615.95,548.36,643.63,787.44,810.04,843.36,546.40,604.01,916.55,716.41,754.30,731.59,612.21,735.38,769.85,750.72,778.66,827.28,622.92,659.36,436.44,583.77,749.59,638.57
1979,689.52,731.25,632.55,841.60,637.99,673.71,751.54,524.04,547.82,821.23,706.71,696.41,610.28,813.31,710.13,521.98,818.02,826.75,666.36,541.23,731.40,806.19,749.67,785.35,588.25,547.45,790.71,738.02,698.20,656.52,712.06,828.01,700.56,695.67,749.55,721.78,727.03,613.59,457.50,569.42,800.57,658.67
1980,773.35,887.12,769.86,869.95,717.86,827.21,903.20,648.50,560.69,894.99,690.00,708.81,614.83,922.66,869.28,530.72,887.16,831.91,711.89,611.55,693.52,897.79,869.59,935.13,593.66,627.18,985.38,813.77,829.64,752.26,718.95,825.84,896.46,875.32,882.15,844.29,692.01,743.53,484.60,642.56,861.14,716.78
1981,705.68,789.01,710.09,780.21,661.71,723.52,813.47,627.69,516.95,801.50,639.11,651.58,581.92,871.38,756.80,504.79,803.99,757.36,645.07,540.63,646.41,823.45,800.27,856.74,557.21,599.43,856.99,756.03,747.32,713.74,648.74,757.00,751.64,719.82,785.40,791.13,632.53,718.66,457.34,575.87,779.73,648.93
1982,569.36,664.31,599.08,652.64,504.07,614.79,659.24,415.57,390.27,657.09,506.47,518.72,430.60,758.27,658.19,363.33,651.51,621.85,551.71,404.67,518.19,712.13,626.76,720.93,416.62,409.70,698.97,654.54,611.48,517.71,549.71,614.14,638.61,625.87,635.50,581.84,532.50,591.14,324.54,425.83,645.80,509.81
1983,520.34,560.57,480.32,600.11,536.97,524.54,579.31,471.68,367.30,635.82,479.16,516.19,399.46,592.04,545.69,309.48,657.88,586.99,505.93,419.54,487.32,608.95,627.47,589.62,388.68,458.69,630.15,550.57,550.34,554.65,518.36,592.17,553.39,552.91,576.27,587.16,499.75,466.92,282.82,453.32,584.29,524.57
1984,688.51,758.10,640.54,799.00,718.27,697.04,796.93,587.25,521.94,860.62,645.96,699.04,567.07,727.84,747.78,472.52,887.82,777.10,563.51,580.13,652.22,730.17,856.68,777.41,544.16,605.76,840.37,619.62,763.88,743.01,627.83,782.42,744.70,730.17,783.95,794.38,623.50,598.68,428.59,626.59,744.07,717.61
1985,589.27,707.04,632.78,593.65,587.35,693.50,732.74,535.84,405.87,653.93,469.87,512.79,436.76,695.86,708.42,377.96,668.61,558.40,449.68,494.35,451.04,642.04,695.99,730.62,432.27,517.85,809.19,558.67,666.67,614.99,455.46,575.50,735.58,739.76,672.37,693.10,433.96,600.66,358.69,538.97,597.51,558.16
1986,488.85,546.08,495.41,533.12,431.94,538.54,577.27,366.63,383.83,528.83,438.49,459.85,406.13,616.99,554.43,375.83,539.39,506.00,472.89,386.54,448.32,558.57,510.39,577.90,398.62,361.71,626.54,533.63,498.96,448.91,483.21,517.81,554.73,552.82,505.39,525.66,475.95,485.11,336.08,399.78,513.41,450.93
1987,576.84,599.89,604.32,624.07,503.18,625.82,653.67,483.23,455.32,621.67,546.10,543.93,515.17,726.11,624.00,445.64,629.44,608.06,570.84,443.68,576.66,634.79,606.35,658.74,488.64,467.03,729.10,629.61,581.34,533.51,573.50,612.92,650.36,649.94,572.97,608.34,584.13,608.34,387.97,468.68,586.31,514.37
1988,635.33,685.64,576.95,715.43,626.51,642.22,729.90,570.98,516.63,745.01,607.28,631.47,553.95,672.60,669.60,488.97,765.98,707.58,562.15,552.78,614.72,690.26,740.35,704.29,535.25,561.79,791.49,608.10,669.52,663.24,587.11,718.29,682.43,681.45,688.17,742.14,584.52,536.47,460.05,573.14,680.47,629.34
1989,585.01,680.29,647.23,609.68,551.52,681.53,690.89,534.31,404.12,637.37,489.94,512.08,437.49,741.02,668.41,371.97,653.38,576.75,495.25,462.34,499.92,674.97,656.98,742.54,422.23,512.02,766.73,601.77,622.35,591.52,493.51,579.24,689.42,681.14,643.27,676.32,488.83,618.98,332.90,493.66,606.93,540.78
1990,485.22,546.88,521.81,528.90,452.07,550.00,561.88,395.32,340.14,559.13,409.92,451.90,369.22,617.10,549.05,313.02,575.21,501.90,453.26,367.57,413.41,572.29,543.41,584.14,356.11,379.51,610.67,521.11,514.31,466.19,455.15,507.72,559.70,563.41,514.91,521.64,435.15,505.05,288.53,393.61,526.27,460.04
1991,717.67,820.30,712.07,833.98,711.75,717.10,780.79,599.11,536.36,863.99,643.05,703.57,560.70,889.82,753.43,453.46,862.35,794.16,672.33,569.53,654.58,855.15,841.14,874.48,563.32,579.44,799.99,766.06,775.56,737.31,681.98,798.47,720.71,675.43,833.37,786.33,664.24,712.19,412.81,591.13,822.70,709.28
1992,519.92,578.67,529.45,565.88,492.34,550.74,615.85,475.52,371.91,594.44,449.01,475.30,410.07,647.04,565.57,358.98,610.33,544.19,460.07,395.75,452.11,597.62,589.61,632.48,393.79,448.28,665.85,549.46,547.21,522.04,462.19,553.07,566.33,564.97,561.59,603.57,450.31,544.60,323.00,432.54,560.33,476.11
1993,588.07,646.37,553.46,637.81,620.63,589.86,727.46,564.23,451.75,725.17,529.47,591.88,486.69,628.87,636.92,413.16,755.13,629.12,456.60,479.50,517.19,607.97,738.54,666.48,481.71,543.10,746.53,518.87,671.12,659.26,484.08,671.48,623.63,613.88,655.55,721.17,491.40,547.32,366.05,522.15,603.03,601.56
1994,537.44,621.25,533.86,639.37,486.54,566.07,620.62,423.58,372.32,635.86,485.58,490.98,426.02,657.72,592.78,354.96,620.70,608.92,514.51,383.95,506.16,654.34,596.55,660.36,403.82,409.61,675.71,581.75,574.35,509.62,531.92,597.78,589.89,595.68,630.38,564.21,518.90,527.31,303.40,406.07,635.53,481.34
1995,710.02,772.64,714.07,804.24,660.36,720.44,732.21,568.20,572.16,797.18,693.67,698.51,625.42,872.22,712.94,542.37,812.32,785.29,703.05,590.56,725.60,852.61,762.89,843.63,604.05,567.23,774.80,788.87,704.19,672.05,707.58,793.82,715.66,685.04,775.09,720.19,722.98,698.28,487.63,598.98,805.65,689.62
1996,655.93,748.71,700.06,688.83,606.92,704.35,768.25,608.56,478.85,724.27,560.08,590.13,503.49,840.51,715.93,455.81,734.99,661.16,593.79,508.39,578.50,764.14,732.06,817.04,497.13,569.12,800.09,710.51,701.18,655.49,571.24,672.73,706.35,689.59,721.16,748.22,564.20,704.49,418.61,542.07,699.63,593.96
1997,721.63,777.22,642.32,826.80,711.13,679.40,777.26,604.76,613.88,872.41,719.01,753.13,672.16,819.77,729.87,595.96,892.95,822.73,625.11,628.39,710.91,814.51,836.82,831.87,652.83,612.75,808.12,718.01,749.45,733.82,652.11,854.60,714.30,681.61,795.80,779.55,677.21,646.76,528.51,645.71,787.42,730.43
1998,721.07,830.47,732.48,807.62,659.95,776.39,872.13,597.52,511.08,839.79,672.89,664.80,592.13,847.89,826.78,504.94,837.85,788.10,647.11,521.62,687.36,818.10,823.73,868.70,561.22,563.32,937.13,733.78,785.64,709.48,670.24,802.40,809.59,787.37,812.81,820.42,678.96,688.39,429.90,547.31,797.48,653.96
1999,725.58,858.50,820.13,830.03,630.51,817.24,791.13,510.77,525.32,843.09,675.88,677.69,592.15,934.20,805.26,490.97,833.61,804.00,684.49,527.87,679.17,875.48,783.70,927.85,566.59,506.02,865.92,785.31,746.89,647.38,677.14,822.44,803.94,777.33,835.14,707.43,668.76,799.15,432.49,524.47,829.12,653.82
2000,446.36,476.41,411.44,494.55,433.03,467.27,542.48,436.82,341.42,515.18,416.28,425.75,368.53,478.11,491.63,327.43,533.10,495.23,381.11,365.81,416.71,482.93,512.78,495.70,353.43,409.68,606.38,426.66,472.70,460.47,395.72,498.65,517.26,540.92,483.51,527.26,401.90,378.39,309.53,394.75,472.86,427.53
2001,696.85,825.34,739.57,768.32,654.12,760.88,851.92,635.09,452.98,808.14,561.81,606.10,472.43,906.31,790.96,401.77,805.95,733.93,611.04,491.11,560.50,833.36,809.91,888.84,476.63,586.21,906.98,746.18,768.89,725.30,606.30,725.51,775.13,752.71,802.97,842.02,560.28,720.83,382.40,545.20,777.94,618.38
2002,610.16,648.11,587.66,703.99,591.55,613.54,641.95,514.04,478.43,709.30,585.92,596.44,530.94,714.51,633.14,460.95,725.03,689.57,573.92,501.51,615.13,698.43,686.03,699.35,506.60,525.84,704.48,638.72,618.55,604.20,593.59,685.45,639.32,634.35,665.39,633.16,613.76,579.89,410.69,528.30,684.51,591.72
2003,531.32,597.58,553.96,614.14,459.25,565.52,579.57,418.98,376.68,586.41,480.35,474.30,432.72,675.96,569.86,371.88,589.79,580.90,570.83,390.35,529.72,661.42,565.22,654.33,400.94,396.20,622.34,627.62,538.55,488.12,559.29,557.41,568.86,546.90,588.40,547.94,550.13,537.04,329.39,396.67,625.42,465.13
2004,727.55,822.70,765.33,829.18,679.93,780.25,780.62,529.37,560.08,845.16,689.79,709.21,606.86,908.41,781.46,518.52,856.95,822.81,651.74,583.19,677.72,854.03,802.83,900.35,597.38,560.00,848.94,762.14,739.48,690.18,663.99,829.71,787.93,764.36,813.84,734.54,653.88,756.33,480.21,601.04,811.29,694.80
2005,795.50,903.67,808.23,938.22,739.47,840.79,867.54,583.51,573.68,918.16,761.22,752.88,667.16,981.64,865.41,553.69,926.20,906.13,754.67,596.09,795.81,959.24,886.03,972.50,624.77,593.53,932.18,860.93,824.60,762.18,793.64,882.78,853.48,817.95,892.57,818.06,805.15,776.47,480.05,616.60,929.02,742.05
2006,667.42,775.29,686.11,753.76,605.51,707.44,783.57,550.06,464.30,749.10,594.34,598.16,525.66,827.08,745.66,437.48,747.63,723.26,630.45,489.05,630.45,802.96,749.00,827.53,494.08,525.49,847.82,722.32,713.63,664.39,635.81,710.52,737.20,710.54,749.15,761.51,635.41,652.62,388.03,510.84,759.03,600.71
2007,702.70,838.21,737.79,820.09,601.40,762.89,838.17,539.33,442.46,800.55,615.05,594.19,521.35,900.16,807.68,437.59,785.53,783.27,701.65,447.64,661.31,879.74,782.11,900.44,485.57,507.58,898.80,797.70,763.09,668.60,703.34,749.26,807.57,783.91,808.21,769.65,678.83,711.49,382.17,471.72,835.69,583.30
2008,628.00,740.35,666.97,681.63,588.42,711.68,808.32,570.07,402.48,726.19,507.47,543.79,429.31,781.48,743.16,357.39,727.18,654.62,543.19,435.97,507.81,722.81,735.22,775.91,426.47,522.17,855.30,649.10,712.77,652.63,539.31,656.48,737.73,722.17,710.83,777.60,513.65,639.65,340.08,487.21,672.80,554.41
2009,644.73,716.66,667.96,765.09,548.48,681.22,681.64,445.65,472.61,735.04,620.70,599.67,568.06,819.17,673.38,480.37,726.95,732.00,661.43,469.97,669.59,802.60,689.52,794.69,516.99,433.74,762.52,736.78,647.18,566.48,671.78,720.44,694.60,691.17,719.29,628.99,676.74,661.31,400.14,456.28,768.71,575.18
2010,831.02,968.26,938.38,902.07,726.36,983.58,948.39,656.27,592.13,906.38,721.93,735.60,649.16,1060.15,962.26,572.90,911.32,875.39,747.57,615.57,747.64,976.50,890.84,1044.23,625.35,643.50,1062.69,879.50,851.36,778.82,753.41,870.95,977.78,969.00,904.45,876.84,747.53,902.81,521.55,648.20,902.36,724.15
2011,478.42,533.22,465.21,542.71,443.52,492.69,539.01,385.49,366.72,548.26,441.93,453.71,408.08,568.17,512.79,357.59,556.70,521.79,442.84,384.41,457.65,559.22,539.18,571.97,387.63,379.32,592.35,504.58,502.60,467.91,452.34,520.86,515.58,517.25,534.08,520.61,454.61,451.64,315.02,401.37,536.44,444.08
2012,603.70,621.85,548.49,709.47,577.63,569.37,661.86,513.61,506.50,712.67,611.79,618.63,554.09,678.31,593.26,488.97,726.38,701.47,564.92,518.19,620.61,680.49,686.02,672.14,539.44,492.61,702.71,622.42,614.52,595.49,589.22,711.98,594.48,588.28,658.66,650.51,604.18,542.84,436.52,524.47,672.67,598.47
2013,661.74,728.64,644.43,765.67,635.40,671.09,744.89,571.89,499.36,786.97,624.95,644.85,554.52,789.90,690.78,461.49,793.39,750.73,594.57,519.82,625.69,760.27,763.18,783.05,536.18,545.26,789.12,686.92,696.02,673.00,612.39,758.51,684.82,674.81,744.71,747.13,617.00,634.40,412.09,541.62,733.32,638.25
2014,769.08,834.26,767.57,909.19,685.55,761.36,747.48,536.77,630.52,877.43,801.81,775.01,745.77,972.17,760.17,639.46,883.54,907.52,757.30,625.51,855.85,935.57,814.12,928.93,683.96,555.58,797.63,853.32,737.58,688.69,782.82,906.50,734.77,704.31,832.08,730.12,838.34,779.43,532.95,602.98,880.73,742.40
2015,611.81,660.73,601.84,738.74,532.79,600.72,583.58,391.90,511.51,696.50,651.62,615.36,604.21,762.99,594.96,535.02,697.83,736.56,631.87,500.40,686.96,754.81,629.95,738.03,556.43,416.43,635.20,694.18,574.97,523.65,648.68,725.53,586.35,576.32,669.77,547.81,673.21,605.49,444.52,477.58,724.66,580.78
2016,732.64,860.47,786.59,825.33,646.51,812.21,794.75,509.89,554.80,816.40,663.77,677.83,598.21,947.16,814.15,523.97,817.43,793.09,691.94,569.42,678.08,891.47,785.20,933.42,582.28,532.21,869.39,807.81,747.35,672.52,693.35,786.89,811.38,783.24,824.26,725.86,675.21,769.95,484.05,576.27,835.68,657.33
2017,649.58,671.04,606.80,770.91,632.81,642.63,685.05,505.47,539.06,766.12,670.58,668.60,625.82,717.94,649.73,532.82,787.62,769.11,607.27,556.45,705.46,718.35,726.77,717.20,577.16,528.60,742.88,650.33,646.14,633.22,647.01,774.34,653.93,654.29,697.46,657.25,696.64,586.24,451.51,563.22,714.70,661.24
2018,642.89,714.56,643.41,735.75,579.89,658.37,719.54,530.48,470.02,732.80,602.65,594.99,545.68,787.19,674.82,465.73,730.47,708.03,625.16,485.11,640.82,769.02,723.27,776.67,505.90,502.46,774.36,698.93,675.32,625.51,636.07,699.31,668.71,654.73,712.63,706.98,648.69,631.72,403.93,505.06,724.91,582.20
2019,555.48,660.86,601.80,628.70,484.31,619.69,641.14,446.63,363.78,629.69,472.35,476.51,409.30,720.78,628.07,339.97,619.74,590.42,543.58,373.68,482.86,698.28,619.71,719.92,393.13,413.53,709.22,628.46,599.92,525.83,532.28,581.55,629.74,628.15,641.41,602.63,497.56,599.85,297.42,388.30,649.47,473.55
2020,628.35,739.06,656.78,717.88,562.21,687.76,733.17,521.52,416.40,714.21,535.56,548.07,465.72,799.24,705.12,382.40,709.92,670.84,623.29,431.07,563.33,786.48,704.31,799.27,447.89,478.49,798.85,708.90,677.42,604.56,617.23,653.15,702.71,701.21,720.27,693.10,588.48,635.34,336.77,453.19,736.97,545.49
2021,693.02,697.95,616.40,812.73,655.03,633.97,721.87,556.85,590.16,784.37,718.69,711.46,657.83,797.17,662.41,576.39,809.68,810.91,694.61,608.52,754.78,800.73,765.54,766.24,625.42,563.23,780.89,749.11,681.51,677.87,714.68,814.01,667.51,665.23,719.31,727.02,745.33,610.78,520.21,617.73,777.99,693.52
