Variable:,pr
,Bulgaria,Blagoevgrad,Burgas,Dobrich,Gabrovo,Haskovo,Jambol,Kardzhali,Kustendil,Lovech,Montana,Pazardzhik,Pernik,Pleven,Plovdiv,Razgrad,Ruse,Shumen,Silistra,Sliven,Smoljan,Sofia,Sofia-city,"Stara Zagora",Targovishte,Varna,"Veliko Tarnovo",Vidin,Vratca
2012,663.29,675.41,668.52,553.61,710.92,692.57,681.45,729.66,641.84,666.88,616.42,708.88,637.10,597.33,691.24,644.04,630.01,643.00,595.32,735.31,808.19,693.38,650.53,690.18,684.67,588.72,655.93,601.08,616.71
2013,604.88,584.24,578.35,515.07,646.81,587.25,580.23,617.17,587.76,632.20,630.93,615.25,613.90,597.18,599.43,618.43,614.56,590.02,577.70,631.18,684.80,648.58,623.30,593.72,640.27,538.73,618.39,634.06,620.50
2014,949.68,981.50,926.41,772.81,1040.20,963.73,951.20,1009.69,949.09,997.33,859.08,1046.33,933.50,866.30,1011.14,910.96,899.83,906.31,823.57,1036.88,1143.75,1024.52,964.23,999.09,986.97,833.76,956.85,823.46,881.20
2015,754.09,810.24,752.89,625.23,793.52,770.09,761.78,806.42,795.79,763.60,694.43,831.48,772.24,679.80,786.62,710.18,701.48,702.16,651.73,801.47,912.46,819.43,775.58,775.49,747.94,667.71,730.90,670.56,700.96
2016,693.42,734.20,626.94,570.39,718.95,638.73,627.77,676.71,785.31,718.59,770.77,730.99,806.06,671.30,684.37,677.07,667.93,637.35,625.55,689.78,782.95,790.42,774.52,665.13,687.56,592.00,674.09,773.25,735.46
2017,760.61,793.95,733.14,635.43,834.39,745.36,742.49,792.68,754.46,805.10,677.74,840.97,737.04,714.67,802.49,753.59,739.59,742.99,685.16,823.60,913.58,824.10,772.23,783.92,802.92,684.03,777.81,627.84,709.36
2018,718.75,745.62,699.00,565.68,789.16,739.48,724.72,773.11,709.53,759.20,674.40,787.87,704.10,675.73,763.05,675.33,675.02,666.11,605.08,767.17,876.97,775.79,733.12,751.42,728.70,617.89,720.35,652.31,686.64
2019,562.68,627.82,506.15,394.29,600.88,537.03,519.89,578.40,668.92,593.44,609.73,626.87,680.43,527.77,587.37,486.10,490.85,473.78,438.29,558.31,683.37,667.72,659.50,562.72,524.13,436.53,533.96,605.52,588.19
2020,629.39,675.99,540.47,446.41,689.61,605.53,570.62,641.57,694.44,691.65,681.64,699.61,704.82,620.60,663.49,561.74,574.80,545.97,502.72,631.37,750.35,739.49,714.89,637.67,612.88,487.21,621.33,668.36,677.38
2021,809.23,839.27,782.96,653.04,874.76,815.30,811.84,861.14,805.67,837.79,770.13,877.04,801.36,759.91,837.75,789.83,788.11,763.34,706.54,875.62,971.29,872.80,819.29,835.76,832.22,697.44,817.33,740.15,779.94
