Variable:,pr
,France,Alsace,Aquitaine,Auvergne,Basse-Normandie,Bourgogne,Bretagne,Centre,Champagne-Ardenne,Corse,Franche-Comte,Haute-Normandie,Ile-de-France,Languedoc-Rousillon,Limousin,Lorraine,Midi-Pyrenees,Nord-Pas-de-Calais,Pays-de-la-Loire,Picardie,Poitou-Charentes,Provence-Alpes-Cote-d'Azur,Rhone-Alpes,Cayenne,Saint-laurent-du-maroni,"Administrative unit not available","Administrative unit not available",Arrondissement_du_vent,Arrondissement_souse_le_vent,Fort-de-France,"La Trinite","Le Marin",Saint-Pierre
1982,919.55,898.52,1086.48,887.89,915.43,867.11,1092.27,761.29,885.88,726.64,1165.72,809.73,717.41,855.94,1053.79,985.81,990.22,748.26,895.82,742.24,970.67,745.52,1020.41,2896.65,2408.07,2567.05,1398.50,2332.10,2353.44,2582.92,2505.26,2210.17,2709.90
1983,819.05,783.62,913.59,820.77,754.49,814.82,844.00,726.71,832.42,686.65,1071.62,718.49,664.49,646.16,992.37,914.80,767.91,705.18,769.13,686.29,862.39,792.60,976.27,2670.53,2270.26,2203.54,1703.50,1121.71,1136.82,2095.32,2033.08,1814.69,2197.10
1984,918.41,765.82,1111.44,852.78,877.55,807.33,1005.35,808.78,882.18,944.58,1003.72,841.22,756.04,814.10,1078.59,944.53,914.36,828.50,905.36,794.16,1013.76,989.09,964.02,3070.31,2635.92,2549.19,1466.00,1318.30,1340.01,2604.14,2544.97,2320.46,2700.90
1985,710.83,664.53,839.20,681.23,673.38,627.78,803.96,585.30,668.37,627.50,861.86,615.83,546.21,663.20,821.06,741.97,730.65,697.00,647.60,609.37,714.30,714.52,831.24,2519.14,2123.81,2256.83,1304.90,2064.78,2079.19,2347.98,2293.17,2099.66,2437.60
1986,864.58,884.55,932.87,849.78,853.57,870.76,1032.57,711.55,923.50,786.67,1115.41,763.20,680.55,766.24,973.94,1013.96,757.18,820.99,791.77,747.08,862.32,835.17,982.96,2544.84,2092.74,2561.99,1339.90,1390.07,1416.52,2477.49,2411.31,2157.78,2585.70
1987,890.79,879.03,897.94,918.07,790.14,868.68,847.43,725.38,912.46,795.83,1124.91,803.22,729.66,922.05,950.35,977.94,906.91,854.67,742.50,800.74,798.61,1012.14,1096.14,2512.79,2123.91,2686.52,1276.00,2056.52,2065.73,2450.68,2392.82,2164.36,2545.30
1988,906.99,877.74,1014.75,915.96,826.33,897.15,975.49,752.65,985.79,606.31,1151.96,791.39,754.56,823.44,1034.98,1042.75,927.06,868.91,810.31,821.54,881.55,793.36,1050.78,2724.72,2287.76,2688.14,1427.70,1271.39,1290.44,2713.30,2636.55,2357.78,2838.80
1989,664.92,664.66,757.66,603.11,654.43,625.28,762.17,566.82,722.03,565.28,809.31,628.78,557.88,576.82,744.74,796.50,707.82,644.99,628.73,627.29,676.73,540.44,686.03,3658.29,3045.26,2620.06,1597.70,1739.32,1766.60,2259.29,2183.87,1919.86,2382.60
1990,763.36,779.41,884.15,771.14,677.61,738.76,823.77,551.90,774.97,841.80,1022.21,616.83,529.19,740.95,837.01,886.72,798.13,658.58,623.29,603.05,713.13,749.62,945.77,3589.48,3028.68,2444.96,1377.00,990.93,999.72,2336.01,2271.19,2039.77,2442.00
1991,717.68,607.99,889.87,678.00,663.95,635.92,773.03,548.53,649.41,750.67,854.81,639.91,517.75,719.50,795.51,691.55,790.63,705.27,636.18,629.67,728.22,772.29,811.25,2817.00,2337.62,2334.33,1626.30,1367.84,1399.89,2443.49,2386.12,2157.93,2537.30
1992,862.54,755.22,1052.62,882.35,819.04,786.71,890.94,658.75,775.09,768.75,1033.72,719.92,616.89,870.98,1004.90,853.88,1005.93,781.28,742.50,698.05,840.63,874.88,1014.05,2631.04,2180.57,2839.63,1272.90,870.45,868.27,2722.30,2647.45,2360.94,2844.70
1993,892.21,738.04,1060.95,933.52,849.45,830.94,933.79,684.40,849.41,754.16,1068.27,794.20,667.16,880.02,1045.77,899.70,986.10,832.01,757.61,765.80,882.52,871.86,1063.37,3132.32,2655.60,2298.69,1128.70,2010.72,2030.50,2394.53,2327.22,2084.76,2504.60
1994,961.08,793.32,1086.47,989.86,974.56,879.73,1161.70,831.85,867.79,641.23,1085.52,846.74,728.35,862.00,1198.14,906.72,898.92,820.05,963.26,768.86,1092.77,1047.37,1098.77,3211.37,2709.19,2030.36,1417.40,1401.60,1431.41,2210.33,2153.53,1947.74,2303.20
1995,874.34,892.43,962.36,833.18,833.60,872.40,993.15,731.17,877.18,641.38,1193.19,720.91,672.53,752.54,996.33,997.46,812.23,683.26,821.51,674.14,920.59,929.04,1032.07,2360.49,2034.62,2330.65,1170.60,1360.44,1363.67,2503.80,2438.18,2209.34,2611.10
1996,868.30,725.27,1195.77,908.87,670.73,710.11,814.01,597.95,633.55,892.69,938.61,578.94,505.32,1110.34,1023.41,735.05,1192.88,578.82,687.73,538.87,843.91,1099.27,1040.17,3296.58,2854.47,2663.03,1456.10,950.93,953.82,2754.51,2680.27,2407.61,2875.90
1997,804.58,738.85,1063.28,733.35,778.91,729.69,876.35,657.03,781.11,678.61,960.58,712.92,614.57,718.52,887.97,860.88,922.36,697.66,737.30,654.95,826.47,767.14,846.70,2731.68,2215.65,2133.93,843.80,1293.08,1315.58,1976.64,1919.90,1725.28,2069.40
1998,813.40,746.57,913.88,757.44,877.22,737.67,1043.46,691.89,804.85,624.85,975.50,776.39,651.07,704.38,914.86,874.03,777.82,823.87,824.66,735.05,876.79,748.38,854.54,2580.76,2147.16,2798.13,939.60,1767.67,1803.11,2912.86,2831.87,2539.62,3045.30
1999,994.74,946.11,1108.92,953.49,990.11,940.47,1186.33,875.97,933.16,726.65,1263.53,870.83,793.46,897.74,1159.27,1041.15,981.54,836.86,998.66,809.04,1073.22,945.39,1112.45,2827.64,2414.04,2352.86,1101.20,869.44,892.28,2239.75,2178.98,1961.02,2339.10
2000,959.98,808.91,1070.64,864.47,1051.72,853.32,1195.88,836.73,965.93,844.38,1052.34,955.27,822.00,829.80,1054.04,1002.13,928.10,931.77,964.94,882.01,1008.18,1009.94,990.98,3282.75,2741.33,2086.63,1208.40,1148.29,1146.27,2336.59,2281.11,2082.20,2427.30
2001,890.60,895.71,887.54,863.98,954.93,910.42,1052.41,850.62,998.38,580.26,1166.50,921.41,829.84,671.12,1024.12,1061.68,759.03,964.83,899.63,890.83,925.47,646.29,956.06,2614.02,2145.23,2196.11,1044.10,1137.93,1133.58,2172.38,2115.37,1907.61,2265.60
2002,948.55,967.62,999.12,892.70,946.35,795.42,1104.86,772.23,869.00,890.32,1108.74,838.65,722.66,966.28,1004.57,1002.43,964.80,872.27,883.65,794.32,914.38,1161.66,1105.46,2834.84,2364.11,2298.82,1194.30,1488.36,1512.12,2010.90,1952.55,1741.19,2106.30
2003,728.53,561.75,934.72,706.72,695.71,602.27,833.85,608.04,614.74,598.17,747.83,607.38,529.11,792.12,861.73,662.47,870.93,628.16,701.59,571.92,780.97,722.90,784.33,2400.20,1988.05,2305.01,998.80,1554.91,1587.03,2483.92,2426.01,2211.62,2578.60
2004,788.89,740.83,947.75,813.45,740.23,790.77,865.49,648.30,774.21,738.29,1016.89,672.79,590.41,746.39,954.97,845.12,879.86,718.32,695.35,648.00,764.36,646.35,851.58,2856.82,2407.49,3096.15,765.90,1440.87,1454.55,3374.14,3296.07,2996.66,3501.80
2005,674.39,661.52,784.07,644.22,639.99,625.82,751.40,522.23,650.17,683.63,835.66,609.23,516.71,655.13,738.92,720.92,712.94,714.23,575.29,629.13,615.17,682.87,767.36,3266.52,2727.70,2969.44,1012.20,1852.22,1890.31,3074.37,2999.55,2713.85,3196.70
2006,817.70,902.27,915.44,817.97,776.55,802.84,972.28,693.63,834.31,499.12,1130.20,710.13,639.71,644.85,999.77,964.68,761.47,762.06,791.87,702.10,872.47,688.57,916.85,2711.62,2311.70,2637.98,1020.10,1668.72,1703.02,2268.14,2198.69,1951.45,2381.70
2007,834.70,868.45,947.22,843.16,873.29,862.26,1011.25,760.45,895.40,478.70,1143.92,788.92,712.00,594.59,1001.92,983.66,764.71,806.97,824.99,755.92,890.62,533.45,903.79,2968.81,2630.21,2283.42,828.80,1460.99,1483.66,2283.36,2221.07,1999.69,2385.20
2008,935.32,793.44,1110.63,1025.19,843.99,839.95,1031.04,710.02,813.20,914.76,1064.80,743.54,626.03,944.49,1093.57,902.32,1008.21,771.11,814.19,688.41,910.22,1097.99,1160.54,2882.81,2448.13,2773.75,1527.50,1512.00,1531.30,2649.01,2580.10,2325.61,2761.70
2009,804.38,752.29,949.00,736.40,786.52,720.81,1011.62,623.70,772.19,682.37,949.91,704.19,581.01,753.47,880.37,873.51,806.04,753.61,769.57,665.55,832.57,882.58,879.37,2728.71,2208.92,2062.39,1173.10,1553.11,1588.17,2104.36,2044.28,1831.43,2202.60
2010,840.86,792.96,917.80,847.28,776.76,797.70,930.20,668.51,839.34,899.20,982.49,735.56,640.31,845.34,942.64,918.82,870.66,780.12,728.95,726.84,790.49,933.14,943.36,2993.05,2503.02,2927.04,1234.80,1615.86,1656.23,3134.08,3052.30,2764.17,3267.80
2011,730.83,631.40,760.25,737.44,701.51,677.35,802.09,592.11,718.22,672.45,842.02,659.96,582.19,764.17,806.36,744.41,770.64,685.90,650.76,642.79,695.79,822.47,847.52,2879.52,2467.42,2927.69,1294.90,1537.94,1566.87,3233.28,3145.93,2833.54,3376.10
2012,863.23,841.24,895.54,816.67,954.44,831.07,1108.16,752.25,880.73,683.32,1125.70,847.78,719.34,643.75,959.58,949.72,724.87,895.92,875.50,803.78,903.94,808.58,975.68,2749.85,2316.59,2549.64,1338.40,1229.36,1271.77,2658.35,2583.09,2315.14,2781.40
2013,940.65,844.27,1186.00,915.44,854.82,902.92,1023.82,768.29,897.59,819.34,1182.53,762.00,688.85,853.50,1087.41,982.31,999.78,759.86,853.24,717.54,956.69,949.18,1083.21,3204.69,2806.69,2283.43,964.40,1425.08,1431.63,2272.19,2208.83,1980.42,2375.80
2014,934.64,736.13,1067.45,953.35,898.32,840.03,1086.36,769.47,813.71,832.01,1015.11,802.15,711.47,936.92,1086.62,845.44,1019.59,798.25,858.15,746.52,939.30,1055.79,1107.34,2431.42,2100.56,2261.78,1443.70,1199.91,1195.86,2208.39,2154.07,1954.58,2297.20
2015,713.96,603.86,852.64,691.67,738.19,620.22,907.81,580.14,677.77,548.43,790.90,688.88,568.21,649.28,794.75,702.83,734.30,730.86,677.20,650.11,697.58,729.52,782.63,3001.78,2535.14,1715.76,1371.00,1754.17,1794.08,1770.43,1723.06,1550.65,1847.90
2016,815.03,826.20,946.22,794.43,768.59,809.06,888.06,683.51,854.06,623.36,1089.57,738.76,666.40,679.66,942.52,925.23,811.02,803.11,722.62,736.61,802.74,729.42,914.55,2602.99,2212.70,2709.01,1429.30,1123.30,1133.08,2756.82,2679.90,2391.32,2882.60
2017,735.38,745.30,899.85,703.45,728.71,697.64,817.96,625.99,752.23,498.14,924.43,698.86,597.80,629.91,852.88,814.93,780.85,740.92,670.26,679.82,734.00,616.59,766.80,3069.80,2493.19,2648.59,1257.20,1303.84,1330.45,2681.15,2606.20,2337.34,2803.70
2018,877.23,640.21,1069.50,850.49,816.88,760.85,969.08,705.07,772.33,830.61,916.70,740.33,636.81,990.02,973.84,798.64,1047.60,722.11,791.61,673.73,849.96,1010.44,992.12,3155.86,2597.50,2331.06,1426.70,2040.02,2051.56,2371.41,2304.20,2060.24,2481.30
2019,839.29,722.58,1067.98,777.84,841.59,701.77,1034.35,662.98,748.50,766.54,924.22,743.27,604.48,801.58,947.32,811.96,919.66,756.26,802.10,680.83,868.76,897.37,909.02,2218.82,1890.52,2221.66,1134.90,1341.19,1330.00,1850.28,1795.78,1591.81,1939.40
2020,814.97,630.43,1058.94,753.19,843.25,687.25,1044.52,650.22,729.99,659.74,843.47,745.00,601.10,762.44,932.25,750.43,920.48,752.83,796.42,680.16,868.67,808.31,859.49,2404.92,2030.27,2312.98,1052.30,1009.10,1001.70,2284.30,2229.62,2028.82,2373.70
2021,836.20,798.20,997.87,825.92,813.23,789.17,878.62,709.28,852.68,618.47,1007.42,789.89,712.11,741.05,956.74,891.83,869.19,831.79,756.12,782.52,816.34,776.05,920.94,3828.48,3215.42,1945.33,1152.20,1380.92,1410.89,1882.69,1826.67,1644.16,1974.30
