Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2004","2004","3050","FAO TIER 1","kg","10991482.1478","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2005","2005","3050","FAO TIER 1","kg","10909333.706","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2006","2006","3050","FAO TIER 1","kg","11429366.3669","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2007","2007","3050","FAO TIER 1","kg","11748568.792","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2008","2008","3050","FAO TIER 1","kg","12493924.8588","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2009","2009","3050","FAO TIER 1","kg","12266640.6232","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2010","2010","3050","FAO TIER 1","kg","12376447.083","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2011","2011","3050","FAO TIER 1","kg","12407717.1557","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2012","2012","3050","FAO TIER 1","kg","12151364.4806","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2013","2013","3050","FAO TIER 1","kg","12007191.9013","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2014","2014","3050","FAO TIER 1","kg","12074754.5226","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2015","2015","3050","FAO TIER 1","kg","12398360.2142","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2016","2016","3050","FAO TIER 1","kg","12774770.7041","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2017","2017","3050","FAO TIER 1","kg","13098238.7936","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2018","2018","3050","FAO TIER 1","kg","12869234.532","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2019","2019","3050","FAO TIER 1","kg","13148910.7596","E","Estimated value",""
"GM","Manure Management","705","Slovenia","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2020","2020","3050","FAO TIER 1","kg","13292360.928","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2000","2000","3050","FAO TIER 1","kg","174613014.6592","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2001","2001","3050","FAO TIER 1","kg","179873232.5729","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2002","2002","3050","FAO TIER 1","kg","183144756.4254","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2003","2003","3050","FAO TIER 1","kg","186819213.5687","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2004","2004","3050","FAO TIER 1","kg","192511054.8068","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2005","2005","3050","FAO TIER 1","kg","187532026.7436","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2006","2006","3050","FAO TIER 1","kg","180318822.5084","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2007","2007","3050","FAO TIER 1","kg","193245987.5161","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2008","2008","3050","FAO TIER 1","kg","176024467.9948","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2009","2009","3050","FAO TIER 1","kg","178679740.932","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2010","2010","3050","FAO TIER 1","kg","180492648.336","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2011","2011","3050","FAO TIER 1","kg","176312985.156","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2012","2012","3050","FAO TIER 1","kg","171500352.408","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2013","2013","3050","FAO TIER 1","kg","166502300.8572","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2014","2014","3050","FAO TIER 1","kg","180048881.628","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2015","2015","3050","FAO TIER 1","kg","183657289.7729","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2016","2016","3050","FAO TIER 1","kg","187083306.3607","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2017","2017","3050","FAO TIER 1","kg","197445775.0003","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2018","2018","3050","FAO TIER 1","kg","195873120.828","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2019","2019","3050","FAO TIER 1","kg","199091633.4792","E","Estimated value",""
"GM","Manure Management","724","Spain","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2020","2020","3050","FAO TIER 1","kg","200406765.3588","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2000","2000","3050","FAO TIER 1","kg","43209805.1616","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2001","2001","3050","FAO TIER 1","kg","42416838.7751","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2002","2002","3050","FAO TIER 1","kg","41981809.7992","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2003","2003","3050","FAO TIER 1","kg","41423523.7601","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2004","2004","3050","FAO TIER 1","kg","42132449.6762","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2005","2005","3050","FAO TIER 1","kg","41682078.0684","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2006","2006","3050","FAO TIER 1","kg","41379663.0971","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2007","2007","3050","FAO TIER 1","kg","41074117.6784","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2008","2008","3050","FAO TIER 1","kg","41032940.256","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2009","2009","3050","FAO TIER 1","kg","40644386.3826","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2010","2010","3050","FAO TIER 1","kg","40888630.0746","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2011","2011","3050","FAO TIER 1","kg","40088680.3825","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2012","2012","3050","FAO TIER 1","kg","39640544.8085","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2013","2013","3050","FAO TIER 1","kg","39646771.3026","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2014","2014","3050","FAO TIER 1","kg","39518629.3656","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2015","2015","3050","FAO TIER 1","kg","37551573.2315","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2016","2016","3050","FAO TIER 1","kg","38182100.3626","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2017","2017","3050","FAO TIER 1","kg","38602543.518","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2018","2018","3050","FAO TIER 1","kg","38611143.648","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2019","2019","3050","FAO TIER 1","kg","37953749.7108","E","Estimated value",""
"GM","Manure Management","752","Sweden","72386","Manure treated (N content)","F0961","Cattle, non-dairy","2020","2020","3050","FAO TIER 1","kg","37378229.0112","E","Estimated value",""
