Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 persons","5347.092","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 persons","3620.82","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 persons","6600.231","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 persons","10177.955","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 persons","4840.35","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 persons","5337.605","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 persons","3601.587","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 persons","6592.418","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 persons","10148.401","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 persons","4823.412","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 persons","5324.989","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 persons","3550.56","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 persons","6617.312","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 persons","10118.062","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 persons","4806.422","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 persons","5311.641","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 persons","3500.049","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 persons","6641.907","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","10094.493","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 persons","4793.319","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 persons","5301.173","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 persons","3449.597","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 persons","6665.484","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 persons","10073.525","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 persons","4783.114","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 persons","5290.411","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 persons","3392.629","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 persons","6693.836","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","10057.063","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 persons","4775.624","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 persons","5281.439","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 persons","3329.016","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 persons","6726.881","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","10041.172","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 persons","4767.779","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 persons","5273.392","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 persons","3265.684","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 persons","6758.203","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","10023.51","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 persons","4759.528","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 persons","5263.983","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 persons","3202.837","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 persons","6788.364","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","10008.579","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 persons","4753.323","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 persons","5255.257","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 persons","3141.05","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 persons","6817.892","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","9986.825","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 persons","4743.905","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 persons","5242.919","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 persons","3086.495","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 persons","6841.345","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","9953.245","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 persons","4731.276","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 persons","5221.968","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 persons","3033.021","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 persons","6865.183","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","9922.127","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 persons","4720.817","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 persons","5201.31","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 persons","2992.731","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 persons","6876.953","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","9894.639","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 persons","4710.108","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 persons","5184.532","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 persons","2957.147","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","6884.55","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","9867.901","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","4700.006","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","5167.895","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","2921.708","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","6891.627","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","9844.246","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","4692.533","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","5151.713","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2886.258","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","6897.667","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","9815.104","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","4682.259","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","5132.846","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","2850.043","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","6903.238","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","9788.941","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","4673.776","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","5115.164","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","2813.212","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","6908.347","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","9776.358","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","4674.018","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","5102.34","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2775.785","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","6913.062","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","9771.796","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","4678.593","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","5093.203","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","2737.853","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 persons","6917.508","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 persons","9750.573","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 persons","4672.507","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 persons","5078.065","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 persons","2699.487","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 persons","6921.767","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 persons","9709.786","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 persons","4654.284","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 persons","5055.502","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 persons","2660.705","X","Figure from international organizations",""
"OA","Annual population","348","Hungary","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 persons","6925.778","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 persons","3768.95","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 persons","1872.635","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 persons","1896.315","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 persons","1572.038","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 persons","2276.738","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 persons","3829.018","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 persons","1902.727","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 persons","1926.291","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 persons","1587.218","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 persons","2322.075","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 persons","3894.258","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 persons","1934.347","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 persons","1959.911","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 persons","1604.488","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 persons","2371.8","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 persons","3958.705","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 persons","1966.777","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 persons","1991.928","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 persons","1622.84","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 persons","2426.707","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","4031.954","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 persons","2006.403","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 persons","2025.552","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 persons","1643.163","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 persons","2485.586","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 persons","4121.216","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 persons","2056.306","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 persons","2064.91","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 persons","1665.092","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 persons","2547.885","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","4234.806","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 persons","2117.932","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 persons","2116.874","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 persons","1689.583","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 persons","2613.787","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","4359.834","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 persons","2180.204","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 persons","2179.63","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 persons","1717.899","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 persons","2680.174","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","4452.392","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 persons","2221.4","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 persons","2230.992","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 persons","1744.599","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 persons","2744.99","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","4499.792","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 persons","2239.184","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 persons","2260.608","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 persons","1765.932","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 persons","2802.132","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","4524.585","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 persons","2247.178","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 persons","2277.407","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 persons","1779.414","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 persons","2847.514","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","4544.501","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 persons","2253.715","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 persons","2290.785","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 persons","1783.796","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 persons","2878.783","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","4564.55","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 persons","2261.322","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 persons","2303.228","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 persons","1780.388","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 persons","2897.729","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","4588.832","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 persons","2272.22","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 persons","2316.612","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 persons","1772.537","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","2909.43","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","4622.167","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","2286.838","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","2335.329","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","1764.876","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","2921.471","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","4665.76","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","2308.039","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","2357.72","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1760.732","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2939.375","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","4715.788","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","2333.847","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","2381.941","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","1761.09","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","2964.988","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","4771.854","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","2362.383","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","2409.471","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","1764.335","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","2997.322","X","Figure from international organizations",""
