Variable:,pr
,Ireland,Carlow,Cavan,Clare,Cork,Donegal,Dublin,Galway,Kerry,Kildare,Kilkenny,Laois,Leitrim,Limerick,Longford,Louth,Mayo,Meath,Monaghan,Munster,Offaly,Roscommon,Sligo,Tipperary,Waterford,Westmeath,Wexford,Wicklow
1999,1259.47,1091.10,1208.39,1266.14,1343.68,1617.95,1043.31,1272.94,1567.67,971.71,1052.38,999.81,1452.23,1234.86,1152.82,1011.29,1423.38,988.64,1105.63,1105.63,991.28,1217.20,1508.15,1163.67,1253.23,1048.87,1090.61,1080.22
2000,1284.66,1181.96,1210.39,1269.09,1392.79,1565.78,1151.97,1254.20,1607.67,1039.90,1122.94,1055.51,1427.74,1269.84,1167.28,1057.32,1394.95,1028.39,1108.69,1108.69,1022.60,1210.36,1462.92,1211.21,1317.54,1069.80,1203.48,1206.74
2001,971.09,924.45,905.41,956.79,1056.55,1151.26,864.51,949.54,1207.97,796.03,888.12,818.32,1060.83,959.27,872.98,789.89,1021.15,771.61,835.92,835.92,782.43,905.26,1079.33,943.90,1055.85,810.86,935.10,912.02
2002,1451.22,1349.65,1352.60,1449.11,1602.64,1694.84,1275.66,1421.67,1835.99,1171.49,1297.63,1204.50,1579.08,1459.03,1305.30,1170.99,1525.32,1143.46,1240.17,1240.17,1165.23,1345.46,1603.34,1414.30,1557.83,1211.56,1371.57,1342.91
2003,999.65,899.42,935.23,1009.74,1105.61,1189.61,859.99,990.98,1274.54,789.92,868.81,814.81,1099.50,1011.04,905.17,797.49,1066.49,783.94,857.37,857.37,792.38,934.78,1111.09,969.63,1044.47,830.35,904.62,897.27
2004,1114.92,1023.60,1069.03,1093.52,1190.25,1402.99,964.11,1098.19,1369.23,887.22,984.25,915.07,1257.98,1089.06,1024.41,917.53,1217.59,886.80,981.15,981.15,881.93,1059.98,1284.46,1062.66,1167.82,935.35,1031.52,1011.42
2005,1095.79,980.07,1030.23,1098.76,1197.68,1343.75,907.64,1092.96,1388.05,843.73,951.58,886.59,1217.04,1097.60,994.63,861.48,1203.30,843.31,937.07,937.07,863.22,1034.30,1249.68,1053.62,1141.66,908.58,988.15,960.00
2006,1209.52,1072.34,1136.94,1216.86,1327.31,1479.60,1015.13,1207.58,1546.37,932.22,1033.54,965.30,1346.75,1211.33,1091.07,948.25,1342.01,929.18,1037.17,1037.17,936.83,1136.64,1382.26,1153.05,1240.09,989.00,1082.49,1066.82
2007,1099.56,1008.82,1066.59,1078.64,1170.62,1367.47,962.15,1081.31,1340.66,886.95,966.37,903.84,1249.81,1077.53,1021.84,904.89,1199.15,880.66,974.71,974.71,875.65,1052.63,1272.16,1045.85,1145.01,930.21,1007.18,1000.85
2008,1348.08,1218.46,1298.52,1328.35,1433.84,1671.93,1152.63,1342.63,1657.89,1073.35,1176.05,1106.85,1517.94,1319.82,1241.30,1079.33,1499.14,1060.34,1186.16,1186.16,1078.73,1292.53,1568.39,1281.32,1392.29,1133.77,1221.60,1204.90
2009,1379.24,1229.60,1256.51,1408.03,1559.92,1618.36,1133.68,1374.78,1799.15,1060.78,1205.64,1123.60,1481.10,1417.45,1221.13,1060.31,1473.25,1046.37,1132.56,1132.56,1094.38,1273.86,1514.23,1350.72,1467.39,1130.84,1241.95,1204.83
2010,1052.34,943.81,1018.74,1046.42,1126.09,1292.41,911.40,1044.54,1293.28,843.87,908.24,858.01,1204.00,1039.68,981.54,853.54,1142.39,842.55,923.14,923.14,840.48,1011.75,1228.55,1002.52,1078.70,893.75,944.21,943.72
2011,1169.23,971.47,1153.06,1159.64,1237.92,1576.84,963.44,1177.03,1456.26,900.78,944.28,909.44,1387.53,1130.14,1122.53,937.18,1343.23,915.52,1055.79,1055.79,891.22,1157.16,1423.17,1054.92,1123.92,975.13,966.25,980.34
2012,1215.64,1136.98,1178.21,1185.74,1280.34,1478.71,1125.40,1188.08,1451.62,1017.65,1086.90,1022.53,1363.86,1188.54,1126.04,1030.30,1291.47,1011.54,1081.12,1081.12,996.39,1160.73,1383.06,1164.65,1273.74,1047.45,1155.74,1165.18
2013,1122.51,1013.39,1058.87,1102.71,1230.75,1399.50,962.59,1092.03,1424.53,880.21,981.58,908.67,1246.94,1112.40,1013.99,908.91,1226.43,879.81,973.54,973.54,874.30,1047.38,1274.54,1073.44,1183.56,923.44,1036.96,1005.47
2014,1352.80,1243.46,1308.64,1297.07,1450.46,1698.02,1189.79,1312.59,1656.93,1090.19,1192.51,1109.89,1535.69,1316.53,1254.87,1101.48,1473.13,1078.82,1193.55,1193.55,1074.04,1289.11,1562.52,1286.24,1418.45,1141.93,1273.68,1247.39
2015,1367.08,1220.55,1303.24,1345.23,1483.51,1737.38,1153.40,1336.99,1712.87,1063.68,1175.38,1101.18,1553.06,1355.07,1250.89,1096.39,1514.26,1071.31,1182.90,1182.90,1066.34,1292.18,1588.83,1297.41,1404.60,1132.46,1233.59,1206.35
2016,1124.15,1016.62,1069.60,1107.11,1230.23,1416.32,965.79,1095.42,1416.35,886.35,980.76,914.99,1255.76,1113.19,1014.95,918.19,1206.55,890.56,982.56,982.56,885.69,1047.38,1272.32,1077.16,1181.69,934.66,1035.78,1007.58
2017,1174.26,1062.72,1119.19,1153.20,1273.88,1479.77,1018.30,1151.08,1465.66,933.67,1024.21,954.10,1322.21,1154.58,1064.90,954.36,1279.38,930.59,1024.69,1024.69,923.08,1104.78,1349.56,1111.37,1225.02,976.72,1074.69,1058.49
2018,1206.47,1076.11,1119.95,1205.06,1350.70,1464.49,1018.71,1182.57,1569.17,929.67,1039.79,964.49,1327.92,1215.50,1076.58,945.29,1311.83,926.63,1016.81,1016.81,932.81,1115.87,1361.69,1155.06,1263.93,982.17,1108.28,1073.62
2019,1289.40,1150.00,1224.10,1284.32,1398.04,1571.72,1102.75,1281.50,1616.96,1014.48,1114.01,1046.54,1443.84,1279.24,1180.13,1033.89,1414.60,1015.30,1120.99,1120.99,1020.94,1222.75,1483.84,1229.87,1335.88,1075.76,1169.89,1147.99
2020,1351.05,1212.33,1266.13,1337.43,1493.93,1684.96,1149.55,1322.36,1725.47,1053.83,1173.08,1089.47,1502.64,1346.52,1211.92,1077.81,1465.99,1047.04,1159.82,1159.82,1050.53,1257.39,1538.96,1287.01,1421.91,1103.99,1239.32,1203.76
2021,1147.14,1068.08,1079.62,1121.59,1270.53,1383.32,997.33,1110.63,1454.64,915.28,1024.19,944.40,1260.95,1139.48,1025.24,918.11,1224.71,899.23,986.83,986.83,905.47,1062.87,1288.10,1104.29,1226.74,948.43,1089.05,1054.35
