Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","040","Austria","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","73.00414","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","040","Austria","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","72.79675","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","040","Austria","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","71.89803","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","040","Austria","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","71.55236","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","040","Austria","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","71.82889","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","040","Austria","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","71.96716","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","040","Austria","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","72.65849","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","040","Austria","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","72.58935","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","040","Austria","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","72.65849","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","040","Austria","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","74.11027","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","040","Austria","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","73.62634","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","040","Austria","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","74.17941","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","040","Austria","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","73.972","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","040","Austria","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","73.972","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","040","Austria","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","73.55721","X","Figure from international organizations","base year is 2015"
