Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7003","March","%","3.333333","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7004","April","%","3.524673","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7005","May","%","2.691924","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7006","June","%","2.20662","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7007","July","%","2.716298","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7008","August","%","3.121853","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7009","September","%","3.420523","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7010","October","%","3.219316","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7011","November","%","2.716298","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2017","2017","23014","Food price inflation","7012","December","%","2.211055","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7001","January","%","0.976563","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7002","February","%","0.387973","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7003","March","%","1.173021","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7004","April","%","1.361868","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7005","May","%","1.456311","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7006","June","%","2.158979","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7007","July","%","1.567091","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7008","August","%","1.074219","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7009","September","%","0.291829","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7010","October","%","0.487329","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7011","November","%","0.489716","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2018","2018","23014","Food price inflation","7012","December","%","0.491642","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7001","January","%","-0.773694","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7002","February","%","-0.772947","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7003","March","%","-0.676329","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7004","April","%","-1.727447","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7005","May","%","-0.669856","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7006","June","%","-0.288184","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7007","July","%","0.192864","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7008","August","%","0.289855","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7009","September","%","0.484966","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7010","October","%","0.096993","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7011","November","%","0.389864","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2019","2019","23014","Food price inflation","7012","December","%","2.054795","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7001","January","%","3.411306","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7002","February","%","2.92113","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7003","March","%","3.210117","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7004","April","%","3.808594","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7005","May","%","2.504817","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7006","June","%","2.023121","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7007","July","%","1.05871","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7008","August","%","1.541426","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7009","September","%","1.158301","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7010","October","%","1.356589","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7011","November","%","1.067961","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2020","2020","23014","Food price inflation","7012","December","%","-0.862895","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7001","January","%","-1.131008","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7002","February","%","-0.851466","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7003","March","%","-1.036758","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7004","April","%","-0.56444","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7005","May","%","-0.657895","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7006","June","%","-0.094429","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7007","July","%","1.809524","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7008","August","%","2.371917","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7009","September","%","2.958015","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7010","October","%","3.537285","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7011","November","%","5.571566","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2021","2021","23014","Food price inflation","7012","December","%","7.833656","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7001","January","%","9.43756","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7002","February","%","10.019084","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7003","March","%","10.761905","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7004","April","%","12.771996","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7005","May","%","15.137181","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7006","June","%","17.013233","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7007","July","%","18.334892","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7008","August","%","19.277108","E","Estimated value",""
"CP","Consumer Price Indices","191","Croatia","2022","2022","23014","Food price inflation","7009","September","%","18.999073","E","Estimated value",""
"CP","Consumer Price Indices","196","Cyprus","2000","2000","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","63.939164","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2000","2000","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","64.181541","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2000","2000","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","64.660237","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2000","2000","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","64.575405","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2000","2000","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","65.048041","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2000","2000","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","62.684861","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2000","2000","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","64.708712","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2000","2000","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","64.242136","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2000","2000","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","63.781618","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2000","2000","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","64.484513","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2000","2000","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","65.599449","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2000","2000","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","65.569152","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","64.320908","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","64.829901","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","64.83596","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","65.260121","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","65.605509","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","67.332448","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","65.078338","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","67.211259","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","68.089877","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","70.96205","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","69.847113","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2001","2001","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","71.749776","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","71.48922","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","70.471235","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","70.077372","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","70.84692","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","68.962436","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","68.48374","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","67.290032","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","70.380344","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","70.465176","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","70.604543","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","70.653018","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","72.313304","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","71.695241","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","73.397943","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","75.561161","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","74.016005","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","74.137194","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","72.058807","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","71.040822","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","73.149506","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","75.215773","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","74.494701","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","75.264249","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","75.021871","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","76.070154","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","76.100451","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","75.227892","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","75.803539","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","76.336769","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","76.239818","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","76.476136","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","77.082079","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","76.53673","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","76.766989","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","77.791033","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","79.76035","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","78.172778","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","77.887984","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","77.18509","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","76.882118","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","75.991381","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","75.633874","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","76.245877","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","78.003114","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","79.299833","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","79.742172","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","80.923762","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","78.833256","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","80.136866","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","80.191508","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","81.034561","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","81.221906","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","80.644259","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","80.238345","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","80.011969","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","81.424864","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","83.493466","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","84.172592","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","84.617536","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","84.461415","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","85.562068","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","85.382529","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","85.57768","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","86.569048","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","86.553436","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","83.470048","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","85.062481","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","87.825821","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","88.981116","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","86.686138","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","86.92032","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","87.63067","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","89.293358","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","91.088748","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","91.533693","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","91.619559","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","92.087922","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","89.886617","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","91.338542","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","93.695968","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","97.060373","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","97.169658","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","95.491358","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","94.624887","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","97.684857","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","97.2243","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","99.776877","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","96.763744","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","98.410819","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","96.069005","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","95.007383","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","93.032454","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","94.273615","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","94.258003","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","97.497512","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","196","Cyprus","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","96.029975","X","Figure from international organizations","base year is 2015"
