Key,T°C
France1996,10.56
France1997,11.82
France1998,11.3
France1999,11.7
France2000,11.84
France2001,11.4
France2002,11.83
France2003,11.85
France2004,11.34
France2005,11.33
France2006,11.92
France2007,11.6
France2008,11.3
France2009,11.68
France2010,10.61
France2011,12.3
France2012,11.53
France2013,11.08
France2014,12.47
France2015,12.16
France2016,11.72
France2017,11.94
France2018,12.63
France2019,12.36
France2020,12.71
France2021,11.57
Greece1901,13.32
Greece1902,13.13
Greece1903,13.37
Greece1904,13.28
Greece1905,13.23
Greece1906,13.17
Greece1907,12.93
Greece1908,12.82
Greece1909,13.22
Greece1910,13.41
Greece1911,13.28
Greece1912,12.94
Greece1913,13.1
Greece1914,12.78
Greece1915,13.6
Greece1916,14.14
Greece1917,13.45
Greece1918,13.33
Greece1919,13.41
Greece1920,13.31
Greece1921,13.14
Greece1922,13.44
Greece1923,14.07
Greece1924,13.26
Greece1925,13.61
Greece1926,14.03
Greece1927,14.37
Greece1928,13.65
Greece1929,12.99
Greece1930,13.93
Greece1931,13.5
Greece1932,13.33
Greece1933,12.41
Greece1934,14.02
Greece1935,13.57
Greece1936,13.73
Greece1937,14.14
Greece1938,13.53
Greece1939,13.75
Greece1940,12.63
Greece1941,13.05
Greece1942,13.07
Greece1943,13.52
Greece1944,13.27
Greece1945,13.54
Greece1946,14.03
Greece1947,14.06
Greece1948,13.08
Greece1949,13.01
Greece1950,14.14
Greece1951,14.1
Greece1952,14.42
Greece1953,12.97
Greece1954,13.28
Greece1955,13.99
Greece1956,13.02
Greece1957,13.61
Greece1958,13.92
Greece1959,13.05
Greece1960,14.09
Greece1961,13.93
Greece1962,14.07
Greece1963,13.98
Greece1964,13.29
Greece1965,13.28
Greece1966,14.23
Greece1967,13.45
Greece1968,13.64
Greece1969,13.52
Greece1970,13.69
Greece1971,13.23
Greece1972,13.2
Greece1973,13.23
Greece1974,13.11
Greece1975,13.2
Greece1976,12.67
Greece1977,13.7
Greece1978,13.05
Greece1979,13.62
Greece1980,12.93
Greece1981,13.39
Greece1982,13.23
Greece1983,12.97
Greece1984,13.13
Greece1985,13.41
Greece1986,13.53
Greece1987,13.23
Greece1988,13.51
Greece1989,13.15
Greece1990,13.84
Greece1991,12.8
Greece1992,13.08
Greece1993,13.29
Greece1994,14.25
Greece1995,13.44
Greece1996,13.1
Greece1997,13.16
Greece1998,13.94
Greece1999,14.47
Greece2000,14.17
Greece2001,14.37
Greece2002,14.08
Greece2003,13.91
Greece2004,13.88
Greece2005,13.53
Greece2006,13.58
Greece2007,14.32
Greece2008,14.34
Greece2009,14.27
Greece2010,14.76
Greece2011,13.65
Greece2012,14.48
Greece2013,14.55
Greece2014,14.46
Greece2015,14.17
Greece2016,14.63
Greece2017,14.31
Greece2018,15.0
Greece2019,14.95
Greece2020,14.8
Greece2021,14.89
Croatia1901,9.87
Croatia1902,9.83
Croatia1903,10.43
Croatia1904,10.67
Croatia1905,10.21
Croatia1906,10.11
Croatia1907,10.14
Croatia1908,9.67
Croatia1909,9.93
Croatia1910,10.63
Croatia1911,10.83
Croatia1912,9.86
Croatia1913,10.18
Croatia1914,9.8
Croatia1915,10.15
Croatia1916,10.98
Croatia1917,10.04
Croatia1918,10.38
Croatia1919,9.84
Croatia1920,10.92
Croatia1921,10.87
Croatia1922,9.95
Croatia1923,10.85
Croatia1924,9.89
Croatia1925,10.27
Croatia1926,10.98
Croatia1927,11.0
Croatia1928,10.72
Croatia1929,10.04
Croatia1930,11.09
Croatia1931,10.03
Croatia1932,10.42
Croatia1933,9.54
Croatia1934,11.48
Croatia1935,10.38
Croatia1936,10.76
Croatia1937,10.67
Croatia1938,10.44
Croatia1939,10.55
Croatia1940,8.9
Croatia1941,9.45
Croatia1942,10.11
Croatia1943,11.08
Croatia1944,10.21
Croatia1945,10.95
Croatia1946,11.19
Croatia1947,11.06
Croatia1948,10.91
Croatia1949,11.07
Croatia1950,11.5
Croatia1951,11.53
Croatia1952,10.82
Croatia1953,10.74
Croatia1954,9.85
Croatia1955,10.19
Croatia1956,9.56
Croatia1957,10.86
Croatia1958,11.13
Croatia1959,10.86
Croatia1960,10.9
Croatia1961,11.36
Croatia1962,9.98
Croatia1963,10.22
Croatia1964,10.24
Croatia1965,10.09
Croatia1966,11.05
Croatia1967,10.92
Croatia1968,10.66
Croatia1969,10.17
Croatia1970,10.31
Croatia1971,10.53
Croatia1972,10.52
Croatia1973,10.37
Croatia1974,10.83
Croatia1975,11.02
Croatia1976,10.21
Croatia1977,11.01
Croatia1978,9.8
Croatia1979,10.82
Croatia1980,9.77
Croatia1981,10.68
Croatia1982,11.06
Croatia1983,11.14
Croatia1984,10.26
Croatia1985,10.23
Croatia1986,10.48
Croatia1987,10.34
Croatia1988,11.04
Croatia1989,11.14
Croatia1990,11.49
Croatia1991,10.45
Croatia1992,11.67
Croatia1993,11.08
Croatia1994,12.38
Croatia1995,11.09
Croatia1996,10.37
Croatia1997,11.14
Croatia1998,11.41
Croatia1999,11.46
Croatia2000,12.42
Croatia2001,11.49
Croatia2002,12.13
Croatia2003,11.71
Croatia2004,11.11
Croatia2005,10.69
Croatia2006,11.53
Croatia2007,12.31
Croatia2008,12.22
Croatia2009,12.09
Croatia2010,11.2
Croatia2011,12.1
Croatia2012,12.28
Croatia2013,11.99
Croatia2014,12.62
Croatia2015,12.51
Croatia2016,12.1
Croatia2017,12.13
Croatia2018,12.92
Croatia2019,12.91
Croatia2020,12.46
Croatia2021,11.95
Hungary1901,9.94
Hungary1902,9.31
Hungary1903,10.4
Hungary1904,10.34
Hungary1905,10.11
Hungary1906,10.19
Hungary1907,9.87
Hungary1908,9.52
Hungary1909,9.91
Hungary1910,10.74
Hungary1911,10.74
Hungary1912,9.55
Hungary1913,10.03
Hungary1914,9.64
Hungary1915,10.17
Hungary1916,10.93
Hungary1917,10.0
Hungary1918,10.46
Hungary1919,9.77
Hungary1920,10.53
Hungary1921,10.68
Hungary1922,9.51
Hungary1923,10.87
Hungary1924,9.57
Hungary1925,10.35
Hungary1926,10.98
Hungary1927,10.76
Hungary1928,10.48
Hungary1929,9.72
Hungary1930,11.1
Hungary1931,9.89
Hungary1932,10.15
Hungary1933,9.21
Hungary1934,11.69
Hungary1935,10.33
Hungary1936,10.75
Hungary1937,10.78
Hungary1938,10.59
Hungary1939,10.61
Hungary1940,8.32
Hungary1941,9.15
Hungary1942,9.56
Hungary1943,10.78
Hungary1944,10.31
Hungary1945,10.72
Hungary1946,11.03
Hungary1947,10.73
Hungary1948,10.75
Hungary1949,10.94
Hungary1950,11.25
Hungary1951,11.49
Hungary1952,10.63
Hungary1953,10.62
Hungary1954,9.6
Hungary1955,9.94
Hungary1956,9.23
Hungary1957,10.69
Hungary1958,10.81
Hungary1959,10.68
Hungary1960,10.71
Hungary1961,11.13
Hungary1962,9.77
Hungary1963,9.79
Hungary1964,9.76
Hungary1965,9.52
Hungary1966,10.97
Hungary1967,10.79
Hungary1968,10.63
Hungary1969,9.99
Hungary1970,10.08
Hungary1971,10.46
Hungary1972,10.54
Hungary1973,10.29
Hungary1974,10.85
Hungary1975,10.98
Hungary1976,10.09
Hungary1977,10.74
Hungary1978,9.62
Hungary1979,10.72
Hungary1980,9.35
Hungary1981,10.64
Hungary1982,10.73
Hungary1983,11.22
Hungary1984,10.21
Hungary1985,9.62
Hungary1986,10.32
Hungary1987,10.0
Hungary1988,10.7
Hungary1989,11.07
Hungary1990,11.33
Hungary1991,10.14
Hungary1992,11.35
Hungary1993,10.64
Hungary1994,12.02
Hungary1995,10.86
Hungary1996,9.93
Hungary1997,10.48
Hungary1998,10.97
Hungary1999,11.17
Hungary2000,12.15
Hungary2001,11.08
Hungary2002,11.89
Hungary2003,11.12
Hungary2004,10.82
Hungary2005,10.47
Hungary2006,11.13
Hungary2007,12.19
Hungary2008,12.11
Hungary2009,11.96
Hungary2010,10.98
Hungary2011,11.51
Hungary2012,11.91
Hungary2013,11.8
Hungary2014,12.65
Hungary2015,12.41
Hungary2016,11.8
Hungary2017,11.86
Hungary2018,12.72
Hungary2019,12.83
Hungary2020,12.25
Hungary2021,11.57
Ireland1901,8.84
Ireland1902,8.86
Ireland1903,8.82
Ireland1904,8.8
Ireland1905,9.01
Ireland1906,9.03
Ireland1907,8.7
Ireland1908,9.36
Ireland1909,8.63
Ireland1910,8.89
Ireland1911,9.4
Ireland1912,8.94
Ireland1913,9.19
Ireland1914,9.35
Ireland1915,8.7
Ireland1916,8.93
Ireland1917,8.46
Ireland1918,9.21
Ireland1919,8.47
Ireland1920,9.24
Ireland1921,10.22
Ireland1922,8.67
Ireland1923,8.92
Ireland1924,9.06
Ireland1925,8.88
Ireland1926,9.51
Ireland1927,9.09
Ireland1928,9.29
Ireland1929,9.12
Ireland1930,8.97
Ireland1931,9.13
Ireland1932,9.37
Ireland1933,9.7
Ireland1934,9.69
Ireland1935,9.33
Ireland1936,9.26
Ireland1937,9.13
Ireland1938,9.63
Ireland1939,9.45
Ireland1940,9.35
Ireland1941,9.03
Ireland1942,9.22
Ireland1943,9.78
Ireland1944,9.55
Ireland1945,10.16
Ireland1946,9.27
Ireland1947,9.23
Ireland1948,9.79
Ireland1949,10.31
Ireland1950,9.17
Ireland1951,8.97
Ireland1952,9.08
Ireland1953,9.71
Ireland1954,9.14
Ireland1955,9.28
Ireland1956,9.06
Ireland1957,9.7
Ireland1958,9.31
Ireland1959,10.08
Ireland1960,9.28
Ireland1961,9.42
Ireland1962,8.59
Ireland1963,8.45
Ireland1964,9.35
Ireland1965,8.7
Ireland1966,9.25
Ireland1967,9.09
Ireland1968,9.19
Ireland1969,8.97
Ireland1970,9.2
Ireland1971,9.72
Ireland1972,8.85
Ireland1973,9.48
Ireland1974,9.1
Ireland1975,9.69
Ireland1976,9.49
Ireland1977,9.22
Ireland1978,9.29
Ireland1979,8.55
Ireland1980,9.14
Ireland1981,9.23
Ireland1982,9.44
Ireland1983,9.7
Ireland1984,9.35
Ireland1985,8.74
Ireland1986,8.37
Ireland1987,9.08
Ireland1988,9.51
Ireland1989,9.98
Ireland1990,10.01
Ireland1991,9.51
Ireland1992,9.45
Ireland1993,9.28
Ireland1994,9.49
Ireland1995,10.02
Ireland1996,9.14
Ireland1997,10.19
Ireland1998,10.01
Ireland1999,10.01
Ireland2000,9.63
Ireland2001,9.55
Ireland2002,9.91
Ireland2003,10.02
Ireland2004,9.9
Ireland2005,10.03
Ireland2006,10.15
Ireland2007,10.28
Ireland2008,9.65
Ireland2009,9.67
Ireland2010,8.72
Ireland2011,9.77
Ireland2012,9.51
Ireland2013,9.5
Ireland2014,10.1
Ireland2015,9.45
Ireland2016,9.76
Ireland2017,10.0
Ireland2018,9.7
Ireland2019,9.87
Ireland2020,9.79
Ireland2021,9.95
Italy1901,11.56
Italy1902,11.8
Italy1903,11.86
Italy1904,12.31
Italy1905,11.7
Italy1906,11.7
Italy1907,11.73
Italy1908,11.5
Italy1909,11.43
Italy1910,11.79
Italy1911,12.37
Italy1912,11.63
Italy1913,11.99
Italy1914,11.7
Italy1915,11.79
Italy1916,12.31
Italy1917,11.63
Italy1918,11.81
Italy1919,11.54
Italy1920,12.69
Italy1921,12.53
Italy1922,11.86
Italy1923,12.34
Italy1924,12.05
Italy1925,11.94
Italy1926,12.55
Italy1927,12.67
Italy1928,12.53
Italy1929,11.88
Italy1930,12.55
Italy1931,11.84
Italy1932,12.07
Italy1933,11.54
Italy1934,12.7
Italy1935,12.01
Italy1936,12.24
Italy1937,12.36
Italy1938,12.05
Italy1939,12.02
Italy1940,11.14
Italy1941,11.48
Italy1942,12.25
Italy1943,12.97
Italy1944,11.86
Italy1945,12.63
Italy1946,12.55
Italy1947,12.88
Italy1948,12.56
Italy1949,12.66
Italy1950,12.88
Italy1951,12.63
Italy1952,12.47
Italy1953,12.3
Italy1954,11.75
Italy1955,12.28
Italy1956,11.45
Italy1957,12.36
Italy1958,12.53
Italy1959,12.53
Italy1960,12.37
Italy1961,12.86
Italy1962,11.97
Italy1963,11.95
Italy1964,12.26
Italy1965,11.74
Italy1966,12.34
Italy1967,12.34
Italy1968,12.09
Italy1969,11.98
Italy1970,12.08
Italy1971,12.12
Italy1972,12.05
Italy1973,12.13
Italy1974,12.18
Italy1975,12.24
Italy1976,11.89
Italy1977,12.36
Italy1978,11.68
Italy1979,12.32
Italy1980,11.63
Italy1981,12.09
Italy1982,12.86
Italy1983,12.49
Italy1984,11.9
Italy1985,12.37
Italy1986,12.54
Italy1987,12.47
Italy1988,12.85
Italy1989,12.58
Italy1990,12.99
Italy1991,12.23
Italy1992,12.83
Italy1993,12.62
Italy1994,13.58
Italy1995,12.55
Italy1996,12.29
Italy1997,13.07
Italy1998,12.93
Italy1999,13.11
Italy2000,13.37
Italy2001,13.18
Italy2002,13.39
Italy2003,13.49
Italy2004,12.9
Italy2005,12.52
Italy2006,13.25
Italy2007,13.46
Italy2008,13.32
Italy2009,13.38
Italy2010,12.78
Italy2011,13.6
Italy2012,13.46
Italy2013,13.19
Italy2014,13.86
Italy2015,13.82
Italy2016,13.61
Italy2017,13.48
Italy2018,14.13
Italy2019,13.9
Italy2020,13.85
Italy2021,13.5
Lithuania1901,6.57
Lithuania1902,4.56
Lithuania1903,6.97
Lithuania1904,5.48
Lithuania1905,6.29
Lithuania1906,6.87
Lithuania1907,5.2
Lithuania1908,5.61
Lithuania1909,5.47
Lithuania1910,7.28
Lithuania1911,6.57
Lithuania1912,5.51
Lithuania1913,7.0
Lithuania1914,6.98
Lithuania1915,5.37
Lithuania1916,6.17
Lithuania1917,5.46
Lithuania1918,6.4
Lithuania1919,5.49
Lithuania1920,6.81
Lithuania1921,6.78
Lithuania1922,5.24
Lithuania1923,5.78
Lithuania1924,5.53
Lithuania1925,6.98
Lithuania1926,6.28
Lithuania1927,5.78
Lithuania1928,5.65
Lithuania1929,5.11
Lithuania1930,6.98
Lithuania1931,5.41
Lithuania1932,6.78
Lithuania1933,5.11
Lithuania1934,7.94
Lithuania1935,6.32
Lithuania1936,7.23
Lithuania1937,7.0
Lithuania1938,7.49
Lithuania1939,6.98
Lithuania1940,4.3
Lithuania1941,4.07
Lithuania1942,4.12
Lithuania1943,6.93
Lithuania1944,6.8
Lithuania1945,5.96
Lithuania1946,6.06
Lithuania1947,5.43
Lithuania1948,6.86
Lithuania1949,7.63
Lithuania1950,6.43
Lithuania1951,6.44
Lithuania1952,5.5
Lithuania1953,6.53
Lithuania1954,5.82
Lithuania1955,5.8
Lithuania1956,4.64
Lithuania1957,6.87
Lithuania1958,5.95
Lithuania1959,6.98
Lithuania1960,6.16
Lithuania1961,7.2
Lithuania1962,5.57
Lithuania1963,5.43
Lithuania1964,5.96
Lithuania1965,5.24
Lithuania1966,5.95
Lithuania1967,6.82
Lithuania1968,5.88
Lithuania1969,4.83
Lithuania1970,5.44
Lithuania1971,6.7
Lithuania1972,6.76
Lithuania1973,6.59
Lithuania1974,6.89
Lithuania1975,7.98
Lithuania1976,5.06
Lithuania1977,6.05
Lithuania1978,5.38
Lithuania1979,5.69
Lithuania1980,5.14
Lithuania1981,6.36
Lithuania1982,6.72
Lithuania1983,7.54
Lithuania1984,6.68
Lithuania1985,4.97
Lithuania1986,6.11
Lithuania1987,4.6
Lithuania1988,6.69
Lithuania1989,8.15
Lithuania1990,7.89
Lithuania1991,7.22
Lithuania1992,7.48
Lithuania1993,6.38
Lithuania1994,6.84
Lithuania1995,7.02
Lithuania1996,5.53
Lithuania1997,6.74
Lithuania1998,6.66
Lithuania1999,7.74
Lithuania2000,8.08
Lithuania2001,7.17
Lithuania2002,7.72
Lithuania2003,6.88
Lithuania2004,6.88
Lithuania2005,6.88
Lithuania2006,7.38
Lithuania2007,7.83
Lithuania2008,8.14
Lithuania2009,7.13
Lithuania2010,6.3
Lithuania2011,7.68
Lithuania2012,6.78
Lithuania2013,7.54
Lithuania2014,7.84
Lithuania2015,8.43
Lithuania2016,7.69
Lithuania2017,7.5
Lithuania2018,8.19
Lithuania2019,8.64
Lithuania2020,8.96
Lithuania2021,7.28
Luxembourg1901,8.09
Luxembourg1902,7.93
Luxembourg1903,8.56
Luxembourg1904,8.72
Luxembourg1905,8.28
Luxembourg1906,8.75
Luxembourg1907,8.42
Luxembourg1908,8.01
Luxembourg1909,7.94
Luxembourg1910,8.85
Luxembourg1911,9.67
Luxembourg1912,8.75
Luxembourg1913,9.18
Luxembourg1914,8.94
Luxembourg1915,8.67
Luxembourg1916,8.98
Luxembourg1917,7.97
Luxembourg1918,9.04
Luxembourg1919,8.1
Luxembourg1920,9.14
Luxembourg1921,9.74
Luxembourg1922,8.07
Luxembourg1923,8.84
Luxembourg1924,8.33
Luxembourg1925,8.74
Luxembourg1926,9.22
Luxembourg1927,8.69
Luxembourg1928,9.19
Luxembourg1929,8.45
Luxembourg1930,9.37
Luxembourg1931,8.28
Luxembourg1932,8.78
Luxembourg1933,8.51
Luxembourg1934,9.72
Luxembourg1935,9.07
Luxembourg1936,8.99
Luxembourg1937,9.23
Luxembourg1938,9.1
Luxembourg1939,8.97
Luxembourg1940,7.83
Luxembourg1941,8.21
Luxembourg1942,8.29
Luxembourg1943,9.53
Luxembourg1944,8.8
Luxembourg1945,9.62
Luxembourg1946,8.9
Luxembourg1947,9.75
Luxembourg1948,9.63
Luxembourg1949,9.93
Luxembourg1950,9.29
Luxembourg1951,9.06
Luxembourg1952,8.65
Luxembourg1953,9.17
Luxembourg1954,8.37
Luxembourg1955,8.24
Luxembourg1956,7.79
Luxembourg1957,9.18
Luxembourg1958,8.84
Luxembourg1959,9.77
Luxembourg1960,9.03
Luxembourg1961,9.51
Luxembourg1962,7.72
Luxembourg1963,7.52
Luxembourg1964,8.83
Luxembourg1965,8.14
Luxembourg1966,9.05
Luxembourg1967,9.14
Luxembourg1968,8.49
Luxembourg1969,8.58
Luxembourg1970,8.56
Luxembourg1971,8.96
Luxembourg1972,8.42
Luxembourg1973,8.89
Luxembourg1974,9.32
Luxembourg1975,9.25
Luxembourg1976,9.45
Luxembourg1977,9.18
Luxembourg1978,8.32
Luxembourg1979,8.5
Luxembourg1980,8.33
Luxembourg1981,8.85
Luxembourg1982,9.48
Luxembourg1983,9.53
Luxembourg1984,8.66
Luxembourg1985,8.06
Luxembourg1986,8.51
Luxembourg1987,8.25
Luxembourg1988,9.64
Luxembourg1989,10.03
Luxembourg1990,10.08
Luxembourg1991,9.1
Luxembourg1992,9.82
Luxembourg1993,9.3
Luxembourg1994,10.47
Luxembourg1995,9.87
Luxembourg1996,8.19
Luxembourg1997,9.71
Luxembourg1998,9.65
Luxembourg1999,10.21
Luxembourg2000,10.39
Luxembourg2001,9.86
Luxembourg2002,10.31
Luxembourg2003,10.18
Luxembourg2004,9.68
Luxembourg2005,9.95
Luxembourg2006,10.3
Luxembourg2007,10.47
Luxembourg2008,9.9
Luxembourg2009,10.04
Luxembourg2010,8.8
Luxembourg2011,10.59
Luxembourg2012,9.87
Luxembourg2013,9.37
Luxembourg2014,11.1
Luxembourg2015,10.56
Luxembourg2016,10.12
Luxembourg2017,10.45
Luxembourg2018,11.16
Luxembourg2019,10.83
Luxembourg2020,11.33
Luxembourg2021,9.81
Latvia1901,6.03
Latvia1902,3.96
Latvia1903,6.46
Latvia1904,4.92
Latvia1905,5.76
Latvia1906,6.36
Latvia1907,4.55
Latvia1908,5.06
Latvia1909,4.93
Latvia1910,6.75
Latvia1911,5.93
Latvia1912,4.99
Latvia1913,6.46
Latvia1914,6.48
Latvia1915,4.46
Latvia1916,5.44
Latvia1917,4.81
Latvia1918,5.68
Latvia1919,4.9
Latvia1920,6.41
Latvia1921,6.08
Latvia1922,4.71
Latvia1923,5.12
Latvia1924,5.21
Latvia1925,6.39
Latvia1926,5.51
Latvia1927,5.24
Latvia1928,5.1
Latvia1929,4.66
Latvia1930,6.54
Latvia1931,4.79
Latvia1932,6.28
Latvia1933,4.76
Latvia1934,7.43
Latvia1935,5.85
Latvia1936,6.69
Latvia1937,6.47
Latvia1938,7.06
Latvia1939,6.35
Latvia1940,3.8
Latvia1941,3.39
Latvia1942,3.41
Latvia1943,6.52
Latvia1944,6.29
Latvia1945,5.39
Latvia1946,5.5
Latvia1947,4.86
Latvia1948,6.29
Latvia1949,7.17
Latvia1950,5.82
Latvia1951,5.71
Latvia1952,4.91
Latvia1953,5.99
Latvia1954,5.38
Latvia1955,5.1
Latvia1956,4.05
Latvia1957,6.26
Latvia1958,5.2
Latvia1959,6.42
Latvia1960,5.5
Latvia1961,6.79
Latvia1962,5.06
Latvia1963,4.78
Latvia1964,5.49
Latvia1965,4.74
Latvia1966,5.05
Latvia1967,6.06
Latvia1968,5.22
Latvia1969,4.29
Latvia1970,4.86
Latvia1971,6.08
Latvia1972,6.28
Latvia1973,6.06
Latvia1974,6.5
Latvia1975,7.46
Latvia1976,4.43
Latvia1977,5.4
Latvia1978,4.76
Latvia1979,5.24
Latvia1980,4.77
Latvia1981,5.83
Latvia1982,6.16
Latvia1983,6.94
Latvia1984,6.22
Latvia1985,4.37
Latvia1986,5.58
Latvia1987,4.01
Latvia1988,6.22
Latvia1989,7.63
Latvia1990,7.33
Latvia1991,6.71
Latvia1992,6.99
Latvia1993,5.87
Latvia1994,6.21
Latvia1995,6.58
Latvia1996,5.22
Latvia1997,6.36
Latvia1998,6.16
Latvia1999,7.21
Latvia2000,7.53
Latvia2001,6.64
Latvia2002,7.06
Latvia2003,6.38
Latvia2004,6.46
Latvia2005,6.45
Latvia2006,7.01
Latvia2007,7.29
Latvia2008,7.69
Latvia2009,6.63
Latvia2010,5.65
Latvia2011,7.25
Latvia2012,6.18
Latvia2013,7.08
Latvia2014,7.35
Latvia2015,7.94
Latvia2016,7.08
Latvia2017,6.89
Latvia2018,7.6
Latvia2019,7.97
Latvia2020,8.56
Latvia2021,6.81
Malta1901,18.29
Malta1902,18.4
Malta1903,18.0
Malta1904,18.29
Malta1905,18.02
Malta1906,17.83
Malta1907,17.81
Malta1908,17.98
Malta1909,17.96
Malta1910,17.83
Malta1911,18.49
Malta1912,18.26
Malta1913,18.54
Malta1914,18.09
Malta1915,18.29
Malta1916,18.77
Malta1917,18.31
Malta1918,17.99
Malta1919,18.15
Malta1920,18.76
Malta1921,18.29
Malta1922,18.8
Malta1923,18.38
Malta1924,18.84
Malta1925,18.43
Malta1926,18.86
Malta1927,19.14
Malta1928,18.72
Malta1929,17.96
Malta1930,18.61
Malta1931,18.87
Malta1932,18.67
Malta1933,18.39
Malta1934,18.73
Malta1935,18.56
Malta1936,18.45
Malta1937,18.9
Malta1938,18.28
Malta1939,18.51
Malta1940,18.02
Malta1941,18.29
Malta1942,18.92
Malta1943,19.31
Malta1944,18.47
Malta1945,18.78
Malta1946,18.99
Malta1947,19.38
Malta1948,18.6
Malta1949,18.55
Malta1950,18.86
Malta1951,18.61
Malta1952,19.16
Malta1953,18.28
Malta1954,17.96
Malta1955,19.06
Malta1956,17.96
Malta1957,18.29
Malta1958,18.73
Malta1959,18.43
Malta1960,18.94
Malta1961,18.67
Malta1962,18.52
Malta1963,18.41
Malta1964,18.36
Malta1965,18.26
Malta1966,18.53
Malta1967,18.51
Malta1968,18.62
Malta1969,18.35
Malta1970,18.58
Malta1971,18.15
Malta1972,18.25
Malta1973,18.51
Malta1974,18.22
Malta1975,18.27
Malta1976,17.86
Malta1977,18.82
Malta1978,18.13
Malta1979,18.68
Malta1980,18.05
Malta1981,18.7
Malta1982,19.32
Malta1983,18.76
Malta1984,18.47
Malta1985,19.11
Malta1986,18.99
Malta1987,19.21
Malta1988,19.59
Malta1989,19.07
Malta1990,19.36
Malta1991,18.55
Malta1992,18.75
Malta1993,18.95
Malta1994,19.89
Malta1995,19.1
Malta1996,18.99
Malta1997,19.47
Malta1998,19.29
Malta1999,19.98
Malta2000,19.54
Malta2001,19.97
Malta2002,19.62
Malta2003,19.82
Malta2004,19.38
Malta2005,19.18
Malta2006,19.7
Malta2007,19.73
Malta2008,19.75
Malta2009,19.66
Malta2010,19.9
Malta2011,19.49
Malta2012,19.94
Malta2013,19.83
Malta2014,20.18
Malta2015,20.06
Malta2016,20.25
Malta2017,19.78
Malta2018,20.06
Malta2019,19.92
Malta2020,20.04
Malta2021,20.28
Netherlands1901,8.87
Netherlands1902,8.3
Netherlands1903,9.4
Netherlands1904,9.3
Netherlands1905,9.01
Netherlands1906,9.52
Netherlands1907,9.02
Netherlands1908,8.77
Netherlands1909,8.57
Netherlands1910,9.74
Netherlands1911,10.34
Netherlands1912,9.45
Netherlands1913,9.92
Netherlands1914,9.95
Netherlands1915,9.13
Netherlands1916,9.5
Netherlands1917,8.69
Netherlands1918,9.72
Netherlands1919,8.47
Netherlands1920,9.76
Netherlands1921,10.33
Netherlands1922,8.52
Netherlands1923,9.1
Netherlands1924,8.86
Netherlands1925,9.49
Netherlands1926,9.86
Netherlands1927,9.21
Netherlands1928,9.56
Netherlands1929,8.76
Netherlands1930,9.99
Netherlands1931,9.0
Netherlands1932,9.61
Netherlands1933,9.29
Netherlands1934,10.4
Netherlands1935,9.77
Netherlands1936,9.6
Netherlands1937,9.74
Netherlands1938,9.92
Netherlands1939,9.73
Netherlands1940,8.29
Netherlands1941,8.72
Netherlands1942,8.59
Netherlands1943,10.05
Netherlands1944,9.56
Netherlands1945,10.26
Netherlands1946,9.39
Netherlands1947,9.93
Netherlands1948,10.28
Netherlands1949,10.54
Netherlands1950,9.74
Netherlands1951,9.62
Netherlands1952,8.99
Netherlands1953,9.83
Netherlands1954,8.96
Netherlands1955,8.87
Netherlands1956,8.33
Netherlands1957,9.82
Netherlands1958,9.33
Netherlands1959,10.24
Netherlands1960,9.6
Netherlands1961,9.93
Netherlands1962,8.19
Netherlands1963,7.9
Netherlands1964,9.14
Netherlands1965,8.72
Netherlands1966,9.43
Netherlands1967,9.97
Netherlands1968,9.18
Netherlands1969,9.21
Netherlands1970,9.09
Netherlands1971,9.66
Netherlands1972,8.98
Netherlands1973,9.46
Netherlands1974,9.77
Netherlands1975,9.86
Netherlands1976,9.77
Netherlands1977,9.64
Netherlands1978,8.98
Netherlands1979,8.52
Netherlands1980,9.01
Netherlands1981,9.26
Netherlands1982,10.01
Netherlands1983,10.08
Netherlands1984,9.32
Netherlands1985,8.47
Netherlands1986,8.91
Netherlands1987,8.63
Netherlands1988,10.17
Netherlands1989,10.69
Netherlands1990,10.74
Netherlands1991,9.52
Netherlands1992,10.39
Netherlands1993,9.49
Netherlands1994,10.55
Netherlands1995,10.27
Netherlands1996,8.37
Netherlands1997,10.11
Netherlands1998,10.21
Netherlands1999,10.86
Netherlands2000,10.83
Netherlands2001,10.28
Netherlands2002,10.72
Netherlands2003,10.55
Netherlands2004,10.28
Netherlands2005,10.52
Netherlands2006,10.91
Netherlands2007,11.04
Netherlands2008,10.53
Netherlands2009,10.47
Netherlands2010,9.04
Netherlands2011,10.88
Netherlands2012,10.22
Netherlands2013,9.74
Netherlands2014,11.61
Netherlands2015,10.86
Netherlands2016,10.65
Netherlands2017,10.89
Netherlands2018,11.4
Netherlands2019,11.24
Netherlands2020,11.66
Netherlands2021,10.39
Poland1901,7.74
Poland1902,6.31
Poland1903,8.11
Poland1904,7.47
Poland1905,7.69
Poland1906,8.08
Poland1907,7.08
Poland1908,7.04
Poland1909,7.01
Poland1910,8.35
Poland1911,8.37
Poland1912,7.06
Poland1913,8.11
Poland1914,8.11
Poland1915,7.37
Poland1916,8.12
Poland1917,7.23
Poland1918,8.16
Poland1919,6.98
Poland1920,8.14
Poland1921,8.35
Poland1922,6.64
Poland1923,7.54
Poland1924,6.88
Poland1925,8.14
Poland1926,8.12
Poland1927,7.48
Poland1928,7.5
Poland1929,6.8
Poland1930,8.4
Poland1931,7.11
Poland1932,8.03
Poland1933,6.66
Poland1934,9.28
Poland1935,7.86
