key,pr_mm/yr
France1980,837.54
France1981,954.98
France1982,919.55
France1983,819.05
France1984,918.41
France1985,710.83
France1986,864.58
France1987,890.79
France1988,906.99
France1989,664.92
France1990,763.36
France1991,717.68
France1992,862.54
France1993,892.21
France1994,961.08
France1995,874.34
France1996,868.3
France1997,804.58
France1998,813.4
France1999,994.74
France2000,959.98
France2001,890.6
France2002,948.55
France2003,728.53
France2004,788.89
France2005,674.39
France2006,817.7
France2007,834.7
France2008,935.32
France2009,804.38
France2010,840.86
France2011,730.83
France2012,863.23
France2013,940.65
France2014,934.64
France2015,713.96
France2016,815.03
France2017,735.38
France2018,877.23
France2019,839.29
France2020,814.97
France2021,836.2
Greece1901,794.05
Greece1902,641.52
Greece1903,654.23
Greece1904,727.11
Greece1905,684.77
Greece1906,800.3
Greece1907,660.68
Greece1908,674.31
Greece1909,755.61
Greece1910,809.43
Greece1911,704.61
Greece1912,737.73
Greece1913,657.49
Greece1914,794.87
Greece1915,818.0
Greece1916,690.91
Greece1917,724.25
Greece1918,820.98
Greece1919,910.56
Greece1920,835.01
Greece1921,763.69
Greece1922,674.32
Greece1923,782.93
Greece1924,736.37
Greece1925,647.97
Greece1926,613.36
Greece1927,700.02
Greece1928,816.98
Greece1929,742.84
Greece1930,856.73
Greece1931,841.41
Greece1932,535.51
Greece1933,740.76
Greece1934,699.67
Greece1935,731.05
Greece1936,896.74
Greece1937,897.15
Greece1938,784.09
Greece1939,904.28
Greece1940,895.18
Greece1941,640.77
Greece1942,742.23
Greece1943,656.83
Greece1944,803.77
Greece1945,687.05
Greece1946,710.08
Greece1947,663.04
Greece1948,588.95
Greece1949,733.52
Greece1950,713.38
Greece1951,842.84
Greece1952,737.49
Greece1953,711.06
Greece1954,870.6
Greece1955,828.24
Greece1956,787.66
Greece1957,685.09
Greece1958,667.73
Greece1959,740.38
Greece1960,800.51
Greece1961,624.27
Greece1962,928.46
Greece1963,815.4
Greece1964,635.68
Greece1965,663.23
Greece1966,800.37
Greece1967,643.97
Greece1968,810.97
Greece1969,709.15
Greece1970,623.44
Greece1971,747.64
Greece1972,763.31
Greece1973,735.91
Greece1974,708.65
Greece1975,657.05
Greece1976,770.58
Greece1977,487.63
Greece1978,769.32
Greece1979,837.88
Greece1980,791.27
Greece1981,733.39
Greece1982,754.29
Greece1983,673.55
Greece1984,620.02
Greece1985,608.1
Greece1986,661.64
Greece1987,741.89
Greece1988,652.24
Greece1989,456.23
Greece1990,564.78
Greece1991,660.79
Greece1992,505.44
Greece1993,546.33
Greece1994,735.63
Greece1995,682.7
Greece1996,755.53
Greece1997,610.98
Greece1998,652.46
Greece1999,670.17
Greece2000,427.2
Greece2001,587.26
Greece2002,820.54
Greece2003,727.34
Greece2004,640.14
Greece2005,723.47
Greece2006,715.62
Greece2007,670.27
Greece2008,578.78
Greece2009,893.11
Greece2010,713.33
Greece2011,635.48
Greece2012,721.7
Greece2013,648.13
Greece2014,917.09
Greece2015,739.26
Greece2016,680.16
Greece2017,698.81
Greece2018,741.91
Greece2019,836.77
Greece2020,660.81
Greece2021,719.79
Croatia1901,1154.16
Croatia1902,1136.14
Croatia1903,1130.33
Croatia1904,1077.81
Croatia1905,1280.74
Croatia1906,1232.34
Croatia1907,1018.28
Croatia1908,974.15
Croatia1909,1176.95
Croatia1910,1424.61
Croatia1911,944.44
Croatia1912,1219.14
Croatia1913,1101.94
Croatia1914,1125.68
Croatia1915,1592.37
Croatia1916,1286.46
Croatia1917,1169.16
Croatia1918,1013.4
Croatia1919,1339.56
Croatia1920,957.77
Croatia1921,824.92
Croatia1922,1187.52
Croatia1923,1246.71
Croatia1924,1072.37
Croatia1925,1318.76
Croatia1926,1323.66
Croatia1927,1021.7
Croatia1928,1081.37
Croatia1929,1015.43
Croatia1930,1265.88
Croatia1931,1064.72
Croatia1932,1064.12
Croatia1933,1289.18
Croatia1934,1145.9
Croatia1935,1018.81
Croatia1936,1152.73
Croatia1937,1619.5
Croatia1938,926.25
Croatia1939,1115.06
Croatia1940,1334.3
Croatia1941,1202.84
Croatia1942,974.3
Croatia1943,1056.96
Croatia1944,1107.51
Croatia1945,829.15
Croatia1946,871.22
Croatia1947,931.55
Croatia1948,1122.8
Croatia1949,881.64
Croatia1950,1083.45
Croatia1951,1254.33
Croatia1952,1126.51
Croatia1953,917.03
Croatia1954,1113.29
Croatia1955,1281.16
Croatia1956,1008.69
Croatia1957,957.08
Croatia1958,1042.85
Croatia1959,1184.02
Croatia1960,1349.03
Croatia1961,1043.22
Croatia1962,1153.28
Croatia1963,1120.65
Croatia1964,1229.36
Croatia1965,1240.12
Croatia1966,1306.48
Croatia1967,1053.23
Croatia1968,1015.6
Croatia1969,1202.08
Croatia1970,1146.24
Croatia1971,832.88
Croatia1972,1159.97
Croatia1973,870.43
Croatia1974,1240.06
Croatia1975,987.91
Croatia1976,1169.81
Croatia1977,1052.36
Croatia1978,1058.72
Croatia1979,1154.99
Croatia1980,1187.76
Croatia1981,1138.09
Croatia1982,1015.09
Croatia1983,817.58
Croatia1984,1197.97
Croatia1985,956.68
Croatia1986,1013.13
Croatia1987,1078.18
Croatia1988,951.74
Croatia1989,935.89
Croatia1990,900.19
Croatia1991,1058.93
Croatia1992,1045.65
Croatia1993,1088.5
Croatia1994,1009.01
Croatia1995,1246.07
Croatia1996,1225.62
Croatia1997,1036.52
Croatia1998,1128.46
Croatia1999,1205.43
Croatia2000,928.17
Croatia2001,1076.72
Croatia2002,1199.82
Croatia2003,798.35
Croatia2004,1199.28
Croatia2005,1197.81
Croatia2006,947.28
Croatia2007,1048.48
Croatia2008,1058.59
Croatia2009,1141.27
Croatia2010,1352.65
Croatia2011,760.43
Croatia2012,994.14
Croatia2013,1252.99
Croatia2014,1467.65
Croatia2015,1074.47
Croatia2016,1197.94
Croatia2017,1028.21
Croatia2018,1080.57
Croatia2019,1250.94
Croatia2020,1082.7
Croatia2021,1040.53
Hungary1901,597.64
Hungary1902,673.53
Hungary1903,659.92
Hungary1904,576.31
Hungary1905,660.97
Hungary1906,736.72
Hungary1907,526.93
Hungary1908,528.24
Hungary1909,634.17
Hungary1910,728.47
Hungary1911,534.79
Hungary1912,722.28
Hungary1913,644.84
Hungary1914,676.79
Hungary1915,846.88
Hungary1916,684.6
Hungary1917,504.7
Hungary1918,658.65
Hungary1919,700.17
Hungary1920,632.49
Hungary1921,494.32
Hungary1922,698.2
Hungary1923,620.98
Hungary1924,598.51
Hungary1925,717.2
Hungary1926,708.82
Hungary1927,628.77
Hungary1928,531.48
Hungary1929,588.51
Hungary1930,706.79
Hungary1931,608.32
Hungary1932,533.76
Hungary1933,681.63
Hungary1934,582.37
Hungary1935,595.82
Hungary1936,709.45
Hungary1937,825.04
Hungary1938,586.18
Hungary1939,662.9
Hungary1940,786.55
Hungary1941,699.28
Hungary1942,536.62
Hungary1943,548.4
Hungary1944,720.51
Hungary1945,542.4
Hungary1946,532.8
Hungary1947,499.54
Hungary1948,609.36
Hungary1949,552.6
Hungary1950,629.03
Hungary1951,658.21
Hungary1952,674.67
Hungary1953,534.05
Hungary1954,641.35
Hungary1955,724.45
Hungary1956,554.9
Hungary1957,590.06
Hungary1958,602.65
Hungary1959,587.99
Hungary1960,685.14
Hungary1961,472.84
Hungary1962,561.89
Hungary1963,628.43
Hungary1964,658.42
Hungary1965,791.75
Hungary1966,734.81
Hungary1967,532.66
Hungary1968,532.98
Hungary1969,642.06
Hungary1970,672.21
Hungary1971,456.63
Hungary1972,632.62
Hungary1973,494.7
Hungary1974,718.46
Hungary1975,612.29
Hungary1976,608.24
Hungary1977,571.11
Hungary1978,566.25
Hungary1979,630.0
Hungary1980,671.01
Hungary1981,589.32
Hungary1982,550.89
Hungary1983,468.86
Hungary1984,607.18
Hungary1985,604.78
Hungary1986,488.64
Hungary1987,635.16
Hungary1988,570.34
Hungary1989,571.7
Hungary1990,523.73
Hungary1991,635.99
Hungary1992,518.64
Hungary1993,540.94
Hungary1994,563.96
Hungary1995,687.53
Hungary1996,644.48
Hungary1997,517.89
Hungary1998,693.43
Hungary1999,733.11
Hungary2000,450.46
Hungary2001,591.67
Hungary2002,597.67
Hungary2003,471.55
Hungary2004,682.67
Hungary2005,707.8
Hungary2006,590.16
Hungary2007,638.91
Hungary2008,618.54
Hungary2009,645.37
Hungary2010,886.22
Hungary2011,437.75
Hungary2012,529.31
Hungary2013,620.79
Hungary2014,748.03
Hungary2015,584.52
Hungary2016,748.76
Hungary2017,621.68
Hungary2018,602.08
Hungary2019,626.25
Hungary2020,643.65
Hungary2021,556.95
Ireland1901,1068.52
Ireland1902,1016.31
Ireland1903,1368.16
Ireland1904,1081.95
Ireland1905,957.8
Ireland1906,1015.74
Ireland1907,1097.33
Ireland1908,1076.29
Ireland1909,989.55
Ireland1910,1173.31
Ireland1911,1066.05
Ireland1912,1129.81
Ireland1913,1170.03
Ireland1914,1173.35
Ireland1915,1146.39
Ireland1916,1290.94
Ireland1917,1035.67
Ireland1918,1217.8
Ireland1919,958.07
Ireland1920,1259.65
Ireland1921,952.94
Ireland1922,1007.78
Ireland1923,1226.41
Ireland1924,1378.61
Ireland1925,1092.26
Ireland1926,1063.15
Ireland1927,1221.49
Ireland1928,1390.6
Ireland1929,1201.86
Ireland1930,1343.11
Ireland1931,1198.04
Ireland1932,1074.89
Ireland1933,849.02
Ireland1934,1147.35
Ireland1935,1064.65
Ireland1936,1121.61
Ireland1937,1133.14
Ireland1938,1257.09
Ireland1939,1082.72
Ireland1940,1147.09
Ireland1941,1003.64
Ireland1942,1093.98
Ireland1943,1110.33
Ireland1944,1124.93
Ireland1945,1054.37
Ireland1946,1270.84
Ireland1947,1278.03
Ireland1948,1273.27
Ireland1949,1056.33
Ireland1950,1221.94
Ireland1951,1207.93
Ireland1952,934.28
Ireland1953,940.62
Ireland1954,1284.84
Ireland1955,998.51
Ireland1956,1111.7
Ireland1957,1119.65
Ireland1958,1298.24
Ireland1959,1108.07
Ireland1960,1388.7
Ireland1961,1110.08
Ireland1962,1083.37
Ireland1963,1059.12
Ireland1964,1122.49
Ireland1965,1249.06
Ireland1966,1261.83
Ireland1967,1146.59
Ireland1968,1170.55
Ireland1969,960.86
Ireland1970,1112.57
Ireland1971,859.49
Ireland1972,1092.69
Ireland1973,1047.24
Ireland1974,1193.23
Ireland1975,941.5
Ireland1976,1026.03
Ireland1977,1184.11
Ireland1978,1113.54
Ireland1979,1213.76
Ireland1980,1244.68
Ireland1981,1178.75
Ireland1982,1291.75
Ireland1983,1138.42
Ireland1984,1120.99
Ireland1985,1173.26
Ireland1986,1270.15
Ireland1987,1034.08
Ireland1988,1230.72
Ireland1989,1052.62
Ireland1990,1186.73
Ireland1991,1070.58
Ireland1992,1129.81
Ireland1993,1229.93
Ireland1994,1309.49
Ireland1995,1155.17
Ireland1996,1144.33
Ireland1997,1147.89
Ireland1998,1314.98
Ireland1999,1259.47
Ireland2000,1284.66
Ireland2001,971.09
Ireland2002,1451.22
Ireland2003,999.65
Ireland2004,1114.92
Ireland2005,1095.79
Ireland2006,1209.52
Ireland2007,1099.56
Ireland2008,1348.08
Ireland2009,1379.24
Ireland2010,1052.34
Ireland2011,1169.23
Ireland2012,1215.64
Ireland2013,1122.51
Ireland2014,1352.8
Ireland2015,1367.08
Ireland2016,1124.15
Ireland2017,1174.26
Ireland2018,1206.47
Ireland2019,1289.4
Ireland2020,1351.05
Ireland2021,1147.14
Italy1901,993.29
Italy1902,837.85
Italy1903,839.32
Italy1904,828.08
Italy1905,985.55
Italy1906,813.52
Italy1907,823.64
Italy1908,727.46
Italy1909,846.02
Italy1910,987.7
Italy1911,883.5
Italy1912,804.01
Italy1913,765.69
Italy1914,899.1
Italy1915,1024.01
Italy1916,984.3
Italy1917,855.51
Italy1918,805.4
Italy1919,797.78
Italy1920,859.52
Italy1921,642.95
Italy1922,757.17
Italy1923,775.65
Italy1924,799.86
Italy1925,759.47
Italy1926,876.26
Italy1927,815.04
Italy1928,903.83
Italy1929,737.47
Italy1930,857.35
Italy1931,822.31
Italy1932,804.59
Italy1933,881.67
Italy1934,920.86
Italy1935,860.41
Italy1936,864.91
Italy1937,1055.02
Italy1938,736.27
Italy1939,918.78
Italy1940,878.91
Italy1941,898.87
Italy1942,761.85
Italy1943,749.16
Italy1944,744.47
Italy1945,602.17
Italy1946,774.85
Italy1947,768.72
Italy1948,768.27
Italy1949,733.16
Italy1950,757.62
Italy1951,952.74
Italy1952,722.71
Italy1953,807.75
Italy1954,821.27
Italy1955,798.15
Italy1956,791.38
Italy1957,822.49
Italy1958,854.43
Italy1959,934.25
Italy1960,1021.27
Italy1961,753.43
Italy1962,764.25
Italy1963,943.98
Italy1964,873.2
Italy1965,816.22
Italy1966,921.67
Italy1967,690.66
Italy1968,832.83
Italy1969,851.24
Italy1970,705.36
Italy1971,740.11
Italy1972,939.06
Italy1973,783.2
Italy1974,772.57
Italy1975,880.72
Italy1976,1031.29
Italy1977,821.03
Italy1978,919.74
Italy1979,1003.86
Italy1980,880.42
Italy1981,783.22
Italy1982,837.99
Italy1983,715.64
Italy1984,969.57
Italy1985,755.37
Italy1986,843.76
Italy1987,873.1
Italy1988,751.22
Italy1989,728.3
Italy1990,797.45
Italy1991,795.84
Italy1992,824.97
Italy1993,780.54
Italy1994,779.19
Italy1995,840.14
Italy1996,1040.31
Italy1997,754.46
Italy1998,772.24
Italy1999,830.91
Italy2000,802.66
Italy2001,767.13
Italy2002,950.18
Italy2003,720.31
Italy2004,853.08
Italy2005,831.26
Italy2006,704.82
Italy2007,737.22
Italy2008,908.08
Italy2009,874.27
Italy2010,953.09
Italy2011,720.84
Italy2012,749.07
Italy2013,858.64
Italy2014,927.82
Italy2015,713.28
Italy2016,776.5
Italy2017,669.65
Italy2018,739.44
Italy2019,890.82
Italy2020,769.88
Italy2021,730.57
Lithuania1901,648.79
Lithuania1902,661.47
Lithuania1903,762.96
Lithuania1904,675.19
Lithuania1905,686.1
Lithuania1906,719.12
Lithuania1907,628.33
Lithuania1908,657.19
Lithuania1909,570.08
Lithuania1910,674.7
Lithuania1911,550.19
Lithuania1912,735.05
Lithuania1913,714.23
Lithuania1914,629.98
Lithuania1915,643.25
Lithuania1916,766.17
Lithuania1917,665.06
Lithuania1918,529.22
Lithuania1919,629.82
Lithuania1920,551.66
Lithuania1921,635.93
Lithuania1922,679.84
Lithuania1923,751.73
Lithuania1924,679.43
Lithuania1925,749.31
Lithuania1926,739.04
Lithuania1927,717.25
Lithuania1928,731.23
Lithuania1929,613.45
Lithuania1930,757.19
Lithuania1931,656.71
Lithuania1932,692.11
Lithuania1933,700.46
Lithuania1934,609.47
Lithuania1935,739.67
Lithuania1936,686.05
Lithuania1937,659.95
Lithuania1938,614.29
Lithuania1939,622.5
Lithuania1940,718.5
Lithuania1941,575.53
Lithuania1942,560.11
Lithuania1943,697.41
Lithuania1944,619.49
Lithuania1945,779.12
Lithuania1946,629.03
Lithuania1947,633.68
Lithuania1948,708.78
Lithuania1949,676.17
Lithuania1950,860.53
Lithuania1951,521.91
Lithuania1952,768.86
Lithuania1953,523.26
Lithuania1954,753.27
Lithuania1955,609.37
Lithuania1956,712.79
Lithuania1957,734.49
Lithuania1958,695.98
Lithuania1959,582.93
Lithuania1960,769.44
Lithuania1961,618.54
Lithuania1962,710.47
Lithuania1963,615.36
Lithuania1964,533.46
Lithuania1965,624.44
Lithuania1966,708.49
Lithuania1967,690.23
Lithuania1968,591.11
Lithuania1969,571.31
Lithuania1970,717.77
Lithuania1971,527.71
Lithuania1972,716.51
Lithuania1973,622.33
Lithuania1974,779.46
Lithuania1975,517.54
Lithuania1976,508.32
Lithuania1977,689.94
Lithuania1978,740.47
Lithuania1979,686.7
Lithuania1980,821.55
Lithuania1981,787.12
Lithuania1982,552.32
Lithuania1983,702.77
Lithuania1984,628.66
Lithuania1985,728.26
Lithuania1986,713.8
Lithuania1987,689.88
Lithuania1988,640.29
Lithuania1989,684.85
Lithuania1990,794.9
Lithuania1991,612.71
Lithuania1992,642.39
Lithuania1993,693.42
Lithuania1994,673.57
Lithuania1995,697.11
Lithuania1996,547.21
Lithuania1997,688.6
Lithuania1998,782.21
Lithuania1999,645.41
Lithuania2000,623.75
Lithuania2001,756.43
Lithuania2002,614.09
Lithuania2003,628.95
Lithuania2004,694.16
Lithuania2005,644.09
Lithuania2006,609.8
Lithuania2007,753.47
Lithuania2008,683.25
Lithuania2009,730.65
Lithuania2010,851.14
Lithuania2011,659.53
Lithuania2012,786.07
Lithuania2013,686.89
Lithuania2014,646.8
Lithuania2015,575.75
Lithuania2016,763.94
Lithuania2017,837.48
Lithuania2018,580.61
Lithuania2019,613.89
Lithuania2020,636.34
Lithuania2021,709.01
Luxembourg1901,833.8
Luxembourg1902,816.91
Luxembourg1903,972.53
Luxembourg1904,788.54
Luxembourg1905,875.82
Luxembourg1906,895.04
Luxembourg1907,763.23
Luxembourg1908,777.7
Luxembourg1909,889.96
Luxembourg1910,1107.1
Luxembourg1911,743.09
Luxembourg1912,891.77
Luxembourg1913,875.11
Luxembourg1914,1017.52
Luxembourg1915,1010.58
Luxembourg1916,1089.13
Luxembourg1917,890.89
Luxembourg1918,969.81
Luxembourg1919,998.85
Luxembourg1920,809.37
Luxembourg1921,497.28
Luxembourg1922,1096.99
Luxembourg1923,1031.51
Luxembourg1924,955.31
Luxembourg1925,1110.18
Luxembourg1926,958.78
Luxembourg1927,958.61
Luxembourg1928,930.34
Luxembourg1929,783.81
Luxembourg1930,1127.88
Luxembourg1931,967.43
Luxembourg1932,922.83
Luxembourg1933,646.75
Luxembourg1934,771.29
Luxembourg1935,981.89
Luxembourg1936,954.98
Luxembourg1937,992.94
Luxembourg1938,850.48
Luxembourg1939,1080.24
Luxembourg1940,1013.62
Luxembourg1941,883.4
Luxembourg1942,836.91
Luxembourg1943,881.02
Luxembourg1944,1039.52
Luxembourg1945,846.07
Luxembourg1946,891.46
Luxembourg1947,848.09
Luxembourg1948,989.23
Luxembourg1949,758.2
Luxembourg1950,1088.99
Luxembourg1951,1010.8
Luxembourg1952,1182.66
Luxembourg1953,625.92
Luxembourg1954,990.17
Luxembourg1955,843.76
Luxembourg1956,934.07
Luxembourg1957,916.35
Luxembourg1958,1091.83
Luxembourg1959,680.94
Luxembourg1960,1022.28
Luxembourg1961,1053.48
Luxembourg1962,887.22
Luxembourg1963,781.36
Luxembourg1964,740.22
Luxembourg1965,1236.89
Luxembourg1966,1197.18
Luxembourg1967,944.72
Luxembourg1968,897.04
Luxembourg1969,816.74
Luxembourg1970,1013.8
Luxembourg1971,669.34
Luxembourg1972,798.96
Luxembourg1973,779.61
Luxembourg1974,1059.04
Luxembourg1975,739.41
Luxembourg1976,619.84
Luxembourg1977,984.61
Luxembourg1978,868.81
Luxembourg1979,1041.56
Luxembourg1980,1040.32
Luxembourg1981,1213.08
Luxembourg1982,992.77
Luxembourg1983,989.35
Luxembourg1984,1076.9
Luxembourg1985,814.76
Luxembourg1986,1034.72
Luxembourg1987,1075.41
Luxembourg1988,1125.65
Luxembourg1989,885.3
Luxembourg1990,932.83
Luxembourg1991,756.48
Luxembourg1992,899.9
Luxembourg1993,989.49
Luxembourg1994,942.78
Luxembourg1995,1009.35
Luxembourg1996,710.27
Luxembourg1997,888.21
Luxembourg1998,1006.01
Luxembourg1999,1048.55
Luxembourg2000,1084.78
Luxembourg2001,1171.92
Luxembourg2002,1103.5
Luxembourg2003,756.5
Luxembourg2004,910.5
Luxembourg2005,793.72
Luxembourg2006,911.92
Luxembourg2007,1047.62
Luxembourg2008,979.69
Luxembourg2009,948.82
Luxembourg2010,992.27
Luxembourg2011,806.14
Luxembourg2012,982.17
Luxembourg2013,945.12
Luxembourg2014,900.24
Luxembourg2015,816.56
Luxembourg2016,976.33
Luxembourg2017,897.76
Luxembourg2018,814.82
Luxembourg2019,897.21
Luxembourg2020,827.43
Luxembourg2021,1023.89
Latvia1901,544.84
Latvia1902,679.59
Latvia1903,734.96
Latvia1904,661.88
Latvia1905,654.59
Latvia1906,695.38
Latvia1907,584.77
Latvia1908,635.53
Latvia1909,557.86
Latvia1910,631.51
Latvia1911,591.25
Latvia1912,691.69
Latvia1913,661.73
Latvia1914,578.93
Latvia1915,629.69
Latvia1916,720.18
Latvia1917,642.11
Latvia1918,548.2
Latvia1919,582.73
Latvia1920,516.77
Latvia1921,607.97
Latvia1922,641.9
Latvia1923,745.22
Latvia1924,638.77
Latvia1925,752.61
Latvia1926,695.02
Latvia1927,714.53
Latvia1928,773.04
Latvia1929,615.66
Latvia1930,735.9
Latvia1931,654.08
Latvia1932,649.11
Latvia1933,604.6
Latvia1934,618.45
Latvia1935,730.31
Latvia1936,659.1
Latvia1937,666.85
Latvia1938,596.65
Latvia1939,535.54
Latvia1940,659.99
Latvia1941,531.4
Latvia1942,573.48
Latvia1943,655.33
Latvia1944,616.22
Latvia1945,723.12
Latvia1946,596.35
Latvia1947,565.09
Latvia1948,670.97
Latvia1949,669.54
Latvia1950,771.32
Latvia1951,522.69
Latvia1952,763.82
Latvia1953,555.9
Latvia1954,694.28
Latvia1955,606.37
Latvia1956,685.51
Latvia1957,727.4
Latvia1958,609.75
Latvia1959,562.25
Latvia1960,685.88
Latvia1961,615.98
Latvia1962,720.92
Latvia1963,543.8
Latvia1964,512.2
Latvia1965,577.22
Latvia1966,693.79
Latvia1967,654.96
Latvia1968,572.05
Latvia1969,536.32
Latvia1970,657.41
Latvia1971,547.11
Latvia1972,645.47
Latvia1973,606.33
Latvia1974,689.03
Latvia1975,519.52
Latvia1976,512.29
Latvia1977,679.19
Latvia1978,762.56
Latvia1979,657.46
Latvia1980,771.59
Latvia1981,809.1
Latvia1982,563.34
Latvia1983,700.61
Latvia1984,631.47
Latvia1985,748.72
Latvia1986,719.46
Latvia1987,679.08
Latvia1988,678.99
Latvia1989,669.55
Latvia1990,847.84
Latvia1991,674.57
Latvia1992,634.56
Latvia1993,675.44
Latvia1994,662.82
Latvia1995,686.76
Latvia1996,579.67
Latvia1997,728.14
Latvia1998,757.01
Latvia1999,626.8
Latvia2000,650.51
Latvia2001,790.11
Latvia2002,582.44
Latvia2003,639.26
Latvia2004,692.82
Latvia2005,633.68
Latvia2006,595.87
Latvia2007,721.01
Latvia2008,710.09
Latvia2009,740.31
Latvia2010,826.3
Latvia2011,645.13
Latvia2012,813.83
Latvia2013,648.08
Latvia2014,671.04
Latvia2015,576.33
Latvia2016,720.98
Latvia2017,826.48
Latvia2018,568.89
Latvia2019,676.06
Latvia2020,661.85
Latvia2021,694.02
Malta1901,532.05
Malta1902,517.0
Malta1903,357.54
Malta1904,589.99
Malta1905,500.78
Malta1906,630.07
Malta1907,425.41
Malta1908,512.76
Malta1909,483.86
Malta1910,433.24
Malta1911,635.59
Malta1912,540.26
Malta1913,412.13
Malta1914,421.03
Malta1915,445.12
Malta1916,444.37
Malta1917,456.37
Malta1918,469.02
Malta1919,437.6
Malta1920,523.54
Malta1921,567.78
Malta1922,318.38
Malta1923,396.39
Malta1924,499.28
Malta1925,504.84
Malta1926,337.44
Malta1927,408.03
Malta1928,686.78
Malta1929,481.96
Malta1930,490.93
Malta1931,663.57
Malta1932,539.12
Malta1933,479.67
Malta1934,637.6
Malta1935,408.35
Malta1936,423.48
Malta1937,348.63
Malta1938,564.11
Malta1939,465.58
Malta1940,448.84
Malta1941,419.92
Malta1942,557.62
Malta1943,474.64
Malta1944,556.87
Malta1945,371.65
Malta1946,504.8
Malta1947,216.75
Malta1948,531.42
Malta1949,474.4
Malta1950,595.08
Malta1951,518.23
Malta1952,375.43
Malta1953,658.29
Malta1954,646.05
Malta1955,488.11
Malta1956,524.27
Malta1957,609.0
Malta1958,434.31
Malta1959,491.5
Malta1960,308.51
Malta1961,258.04
Malta1962,526.87
Malta1963,348.36
Malta1964,566.22
Malta1965,558.16
Malta1966,516.51
Malta1967,384.13
Malta1968,353.61
Malta1969,624.36
Malta1970,376.37
Malta1971,530.86
Malta1972,552.62
Malta1973,564.51
Malta1974,240.29
Malta1975,515.18
Malta1976,763.81
Malta1977,294.53
Malta1978,399.0
Malta1979,584.09
Malta1980,392.32
Malta1981,253.42
Malta1982,672.23
Malta1983,527.54
Malta1984,537.08
Malta1985,476.94
Malta1986,654.38
Malta1987,320.46
Malta1988,615.72
Malta1989,444.47
Malta1990,512.77
Malta1991,538.95
Malta1992,464.97
Malta1993,433.18
Malta1994,447.05
Malta1995,577.28
Malta1996,593.58
Malta1997,537.41
Malta1998,395.24
Malta1999,430.16
Malta2000,396.05
Malta2001,355.37
Malta2002,434.52
Malta2003,601.7
Malta2004,449.39
Malta2005,484.93
Malta2006,480.6
Malta2007,509.71
Malta2008,418.19
Malta2009,599.17
Malta2010,458.42
Malta2011,491.05
Malta2012,444.8
Malta2013,455.99
Malta2014,479.55
Malta2015,549.9
Malta2016,375.79
Malta2017,459.63
Malta2018,507.0
Malta2019,470.28
Malta2020,388.32
Malta2021,489.81
Netherlands1901,703.74
Netherlands1902,653.14
Netherlands1903,847.83
Netherlands1904,610.09
Netherlands1905,752.95
Netherlands1906,759.0
Netherlands1907,614.29
Netherlands1908,637.45
Netherlands1909,776.57
Netherlands1910,800.07
Netherlands1911,608.42
Netherlands1912,859.77
Netherlands1913,717.18
Netherlands1914,800.72
Netherlands1915,871.57
Netherlands1916,823.58
Netherlands1917,748.76
Netherlands1918,796.18
Netherlands1919,774.35
Netherlands1920,654.03
Netherlands1921,441.68
Netherlands1922,752.76
Netherlands1923,810.52
Netherlands1924,748.0
Netherlands1925,923.02
Netherlands1926,786.44
Netherlands1927,800.67
Netherlands1928,771.88
Netherlands1929,602.78
Netherlands1930,879.76
Netherlands1931,784.85
Netherlands1932,748.73
Netherlands1933,574.25
Netherlands1934,641.98
Netherlands1935,824.34
Netherlands1936,744.49
Netherlands1937,784.81
Netherlands1938,723.91
Netherlands1939,843.13
Netherlands1940,810.48
Netherlands1941,723.71
Netherlands1942,765.68
Netherlands1943,674.89
Netherlands1944,841.7
Netherlands1945,749.6
Netherlands1946,769.54
Netherlands1947,654.1
Netherlands1948,743.74
Netherlands1949,621.56
Netherlands1950,883.77
Netherlands1951,821.31
Netherlands1952,846.23
Netherlands1953,578.13
Netherlands1954,800.97
Netherlands1955,666.97
Netherlands1956,802.02
Netherlands1957,841.11
Netherlands1958,834.28
Netherlands1959,537.89
Netherlands1960,915.68
Netherlands1961,915.78
Netherlands1962,751.42
Netherlands1963,695.9
Netherlands1964,705.64
Netherlands1965,979.7
Netherlands1966,1018.76
Netherlands1967,791.9
Netherlands1968,798.66
Netherlands1969,720.23
Netherlands1970,819.64
Netherlands1971,573.55
Netherlands1972,670.46
Netherlands1973,713.52
Netherlands1974,912.98
Netherlands1975,666.04
Netherlands1976,545.36
Netherlands1977,759.18
Netherlands1978,672.42
Netherlands1979,838.54
Netherlands1980,834.59
Netherlands1981,919.2
Netherlands1982,719.79
Netherlands1983,789.0
Netherlands1984,858.12
Netherlands1985,756.64
Netherlands1986,799.68
Netherlands1987,849.42
Netherlands1988,899.24
Netherlands1989,657.94
Netherlands1990,729.29
Netherlands1991,657.72
Netherlands1992,813.9
Netherlands1993,868.94
Netherlands1994,888.58
Netherlands1995,802.49
Netherlands1996,585.78
Netherlands1997,673.95
Netherlands1998,1020.33
Netherlands1999,895.43
Netherlands2000,880.49
Netherlands2001,928.55
Netherlands2002,915.08
Netherlands2003,631.8
Netherlands2004,846.8
Netherlands2005,810.49
Netherlands2006,753.69
Netherlands2007,910.25
Netherlands2008,843.28
Netherlands2009,754.39
Netherlands2010,793.56
Netherlands2011,759.69
Netherlands2012,842.66
Netherlands2013,721.25
Netherlands2014,761.15
Netherlands2015,816.79
Netherlands2016,782.77
Netherlands2017,859.07
Netherlands2018,633.68
