Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Stock
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2006,2006,Head,6977800
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2007,2007,Head,6890900
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2008,2008,Head,6902100
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2009,2009,Head,6890700
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2010,2010,Head,6606600
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2011,2011,Head,6493000
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2012,2012,Head,6754100
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2013,2013,Head,6902600
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2014,2014,Head,6926100
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2015,2015,Head,6963500
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2016,2016,Head,7221200
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2017,2017,Head,7363498
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2018,2018,Head,6593490
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2019,2019,Head,6559650
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2020,2020,Head,6529440
QCL,Crops and livestock products,372,Ireland,5111,Stocks,2111,Cattle,2021,2021,Head,6649310
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2000,2000,Head,7162000
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2001,2001,Head,6050000
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2002,2002,Head,6739000
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2003,2003,Head,6504703
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2004,2004,Head,6504000
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2005,2005,Head,6304000
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2006,2006,Head,6255000
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2007,2007,Head,6117000
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2008,2008,Head,6283000
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2009,2009,Head,6179000
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2010,2010,Head,6103000
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2011,2011,Head,5832457
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2012,2012,Head,6091471
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2013,2013,Head,5846672
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2014,2014,Head,5756072
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2015,2015,Head,5781348
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2016,2016,Head,5929767
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2017,2017,Head,5949393
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2018,2018,Head,6311160
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2019,2019,Head,6377230
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2020,2020,Head,6400040
QCL,Crops and livestock products,380,Italy,5111,Stocks,2111,Cattle,2021,2021,Head,6280280
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2000,2000,Head,378400
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2001,2001,Head,366700
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2002,2002,Head,384700
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2003,2003,Head,388100
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2004,2004,Head,378600
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2005,2005,Head,371100
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2006,2006,Head,385200
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2007,2007,Head,377100
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2008,2008,Head,398700
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2009,2009,Head,380200
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2010,2010,Head,378200
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2011,2011,Head,379500
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2012,2012,Head,380600
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2013,2013,Head,393100
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2014,2014,Head,406500
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2015,2015,Head,422019
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2016,2016,Head,419084
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2017,2017,Head,412314
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2018,2018,Head,395330
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2019,2019,Head,395320
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2020,2020,Head,398990
QCL,Crops and livestock products,428,Latvia,5111,Stocks,2111,Cattle,2021,2021,Head,393470
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2000,2000,Head,897800
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2001,2001,Head,748300
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2002,2002,Head,751700
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2003,2003,Head,779100
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2004,2004,Head,812100
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2005,2005,Head,792000
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2006,2006,Head,800300
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2007,2007,Head,838800
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2008,2008,Head,787900
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2009,2009,Head,770900
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2010,2010,Head,759400
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2011,2011,Head,748000
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2012,2012,Head,752400
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2013,2013,Head,729200
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2014,2014,Head,713500
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2015,2015,Head,736612
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2016,2016,Head,722602
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2017,2017,Head,694752
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2018,2018,Head,653500
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2019,2019,Head,634600
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2020,2020,Head,629500
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,2111,Cattle,2021,2021,Head,628700
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2000,2000,Head,205072
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2001,2001,Head,205193
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2002,2002,Head,197257
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2003,2003,Head,189674
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2004,2004,Head,186725
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2005,2005,Head,185235
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2006,2006,Head,183640
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2007,2007,Head,191928
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2008,2008,Head,195661
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2009,2009,Head,196470
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2010,2010,Head,198892
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2011,2011,Head,192535
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2012,2012,Head,188473
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2013,2013,Head,193623
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2014,2014,Head,198780
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2015,2015,Head,201036
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2016,2016,Head,201416
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2017,2017,Head,202281
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2018,2018,Head,194390
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2019,2019,Head,192100
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2020,2020,Head,190690
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,2111,Cattle,2021,2021,Head,187200
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2000,2000,Head,19200
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2001,2001,Head,19200
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2002,2002,Head,19003
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2003,2003,Head,18770
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2004,2004,Head,17940
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2005,2005,Head,19408
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2006,2006,Head,19742
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2007,2007,Head,19233
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2008,2008,Head,19442
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2009,2009,Head,16264
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2010,2010,Head,14954
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2011,2011,Head,15074
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2012,2012,Head,15593
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2013,2013,Head,15220
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2014,2014,Head,14883
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2015,2015,Head,15020
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2016,2016,Head,14356
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2017,2017,Head,14184
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2018,2018,Head,14120
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2019,2019,Head,14000
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2020,2020,Head,14290
QCL,Crops and livestock products,470,Malta,5111,Stocks,2111,Cattle,2021,2021,Head,14020
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2000,2000,Head,4070000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2001,2001,Head,4047000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2002,2002,Head,3858000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2003,2003,Head,3759000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2004,2004,Head,3767000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2005,2005,Head,3799000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2006,2006,Head,3749000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2007,2007,Head,3763000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2008,2008,Head,3890000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2009,2009,Head,3967600
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2010,2010,Head,3975190
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2011,2011,Head,3885350
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2012,2012,Head,3879250
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2013,2013,Head,3999220
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2014,2014,Head,4169000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2015,2015,Head,4315000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2016,2016,Head,4294000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2017,2017,Head,4030000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2018,2018,Head,3690000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2019,2019,Head,3721000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2020,2020,Head,3691000
QCL,Crops and livestock products,528,Netherlands,5111,Stocks,2111,Cattle,2021,2021,Head,3705000
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2000,2000,Head,6082549
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2001,2001,Head,5734339
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2002,2002,Head,5532728
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2003,2003,Head,5488943
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2004,2004,Head,5353421
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2005,2005,Head,5483290
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2006,2006,Head,5606358
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2007,2007,Head,5696186
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2008,2008,Head,5756639
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2009,2009,Head,5700017
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2010,2010,Head,5742094
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2011,2011,Head,5761878
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2012,2012,Head,5776767
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2013,2013,Head,5859540
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2014,2014,Head,5920411
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2015,2015,Head,5960693
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2016,2016,Head,5939046
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2017,2017,Head,6143083
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2018,2018,Head,6183300
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2019,2019,Head,6261600
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2020,2020,Head,6278900
QCL,Crops and livestock products,616,Poland,5111,Stocks,2111,Cattle,2021,2021,Head,6378700
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2000,2000,Head,1421000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2001,2001,Head,1414000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2002,2002,Head,1404000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2003,2003,Head,1395000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2004,2004,Head,1389000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2005,2005,Head,1443000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2006,2006,Head,1440800
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2007,2007,Head,1452000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2008,2008,Head,1491000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2009,2009,Head,1495000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2010,2010,Head,1447000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2011,2011,Head,1503000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2012,2012,Head,1497500
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2013,2013,Head,1471000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2014,2014,Head,1549000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2015,2015,Head,1606000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2016,2016,Head,1635000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2017,2017,Head,1670000
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2018,2018,Head,1632420
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2019,2019,Head,1674970
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2020,2020,Head,1691320
QCL,Crops and livestock products,620,Portugal,5111,Stocks,2111,Cattle,2021,2021,Head,1640650
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2000,2000,Head,3051000
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2001,2001,Head,2870000
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2002,2002,Head,2800000
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2003,2003,Head,2878000
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2004,2004,Head,2897000
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2005,2005,Head,2808000
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2006,2006,Head,2862000
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2007,2007,Head,2934000
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2008,2008,Head,2819000
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2009,2009,Head,2684000
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2010,2010,Head,2512300
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2011,2011,Head,2001105
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2012,2012,Head,1988939
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2013,2013,Head,2009135
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2014,2014,Head,2022408
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2015,2015,Head,2068888
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2016,2016,Head,2092414
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2017,2017,Head,2049700
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2018,2018,Head,1977200
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2019,2019,Head,1923300
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2020,2020,Head,1875200
QCL,Crops and livestock products,642,Romania,5111,Stocks,2111,Cattle,2021,2021,Head,1826800
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2000,2000,Head,665055
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2001,2001,Head,646148
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2002,2002,Head,625190
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2003,2003,Head,607835
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2004,2004,Head,593182
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2005,2005,Head,540146
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2006,2006,Head,527889
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2007,2007,Head,507820
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2008,2008,Head,501817
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2009,2009,Head,488381
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2010,2010,Head,471965
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2011,2011,Head,467125
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2012,2012,Head,463358
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2013,2013,Head,471091
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2014,2014,Head,467820
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2015,2015,Head,465543
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2016,2016,Head,457586
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2017,2017,Head,446112
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2018,2018,Head,438860
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2019,2019,Head,432250
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2020,2020,Head,442290
QCL,Crops and livestock products,703,Slovakia,5111,Stocks,2111,Cattle,2021,2021,Head,434090
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2000,2000,Head,471425
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2001,2001,Head,493670
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2002,2002,Head,477075
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2003,2003,Head,473242
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2004,2004,Head,450226
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2005,2005,Head,451136
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2006,2006,Head,452517
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2007,2007,Head,454033
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2008,2008,Head,479581
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2009,2009,Head,469983
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2010,2010,Head,472878
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2011,2011,Head,470151
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2012,2012,Head,462300
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2013,2013,Head,460063
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2014,2014,Head,460576
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2015,2015,Head,468253
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2016,2016,Head,484192
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2017,2017,Head,488598
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2018,2018,Head,476810
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2019,2019,Head,483070
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2020,2020,Head,485610
QCL,Crops and livestock products,705,Slovenia,5111,Stocks,2111,Cattle,2021,2021,Head,482620
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2000,2000,Head,6216883
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2001,2001,Head,6410780
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2002,2002,Head,6477895
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2003,2003,Head,6548379
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2004,2004,Head,6653087
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2005,2005,Head,6463430
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2006,2006,Head,6184092
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2007,2007,Head,6584980
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2008,2008,Head,6020200
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2009,2009,Head,6082400
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2010,2010,Head,6075100
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2011,2011,Head,5923200
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2012,2012,Head,5812600
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2013,2013,Head,5696910
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2014,2014,Head,6078700
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2015,2015,Head,6182908
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2016,2016,Head,6257057
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2017,2017,Head,6465747
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2018,2018,Head,6510590
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2019,2019,Head,6600330
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2020,2020,Head,6636430
QCL,Crops and livestock products,724,Spain,5111,Stocks,2111,Cattle,2021,2021,Head,6576300
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2000,2000,Head,1683700
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2001,2001,Head,1651500
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2002,2002,Head,1637465
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2003,2003,Head,1606674
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2004,2004,Head,1628464
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2005,2005,Head,1604933
